row_index,prediction_result,review_text,true_sentiment,predicted_sentiment,prediction_confidence,strongest_individual_feature,strongest_feature_group,top_supporting_features,top_opposing_features,explanation
15,correct,ADAPTER IS NOT READY FOR PRIME TIME,neg,neg,0.777,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.8343 (SHAP contribution: 0.6074);
Base RoBERTa Pos = 0.0144 (SHAP contribution: 0.3767);
Base VADER Compound = -0.2755 (SHAP contribution: 0.1329);
Base RoBERTa Neu = 0.1513 (SHAP contribution: 0.073);
Base NB Neu = 0.3278 (SHAP contribution: 0.0299)","Base NB Pos = 0.2636 (SHAP contribution: -0.0048);
Base VADER Neu = 0.74 (SHAP contribution: -0.0033);
Base NB Neg = 0.4086 (SHAP contribution: -0.0006)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base RoBERTa Neu, Base NB Neu. The main opposing signal was Base NB Pos."
16,correct,"This is not a good FM antenna, but it is a very good amplifier. Meaning If the reception is weak, this antenna will not help. But if the reception is already strong, the sound quality will improve a lot.",neu,neu,0.5665,Base SVM Neu,RoBERTa,"Base SVM Neu = 0.4055 (SHAP contribution: 0.1735);
Base RoBERTa Neu = 0.522 (SHAP contribution: 0.1331);
Base NB Neu = 0.3181 (SHAP contribution: 0.0398);
Base RoBERTa Neg = 0.1419 (SHAP contribution: 0.0358);
Base RoBERTa Pos = 0.3361 (SHAP contribution: 0.031)",Base VADER Compound = -0.3069 (SHAP contribution: -0.0862),"The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Base SVM Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Base SVM Neu, Base RoBERTa Neu, Base NB Neu, Base RoBERTa Neg, Base RoBERTa Pos. The main opposing signal was Base VADER Compound."
18,correct,Believe,pos,pos,0.4281,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.0325 (SHAP contribution: 0.5429);
Base RoBERTa Pos = 0.6068 (SHAP contribution: 0.1657);
Base SVM Neu = 0.3371 (SHAP contribution: 0.0189);
Base VADER Neg = 0.0 (SHAP contribution: 0.01)","Base RoBERTa Neu = 0.3608 (SHAP contribution: -0.1492);
Base VADER Compound = 0.0 (SHAP contribution: -0.1044);
Base SVM Pos = 0.3188 (SHAP contribution: -0.0907);
Base NB Neg = 0.406 (SHAP contribution: -0.084);
Base NB Pos = 0.3042 (SHAP contribution: -0.037)","The meta XGBoost model predicted 'pos' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base SVM Neu, Base VADER Neg. The main opposing signal was Base RoBERTa Neu."
19,correct,"Ladies with smaller sized chest would be fine with this product- Ladies with larger (D+), don't bother! The ears don't stick enough to keep the girls lifted and give you a weird shape when they do stick for a couple minutes.",neg,neg,0.4076,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.3542 (SHAP contribution: 0.2005);
Base NB Neu = 0.2423 (SHAP contribution: 0.0608);
Base SVM Pos = 0.3312 (SHAP contribution: 0.0542);
Base VADER Pos = 0.099 (SHAP contribution: 0.0135);
Base NB Neg = 0.528 (SHAP contribution: 0.0078)","Base VADER Compound = 0.3459 (SHAP contribution: -0.1139);
Base RoBERTa Neu = 0.5564 (SHAP contribution: -0.0879);
Base RoBERTa Pos = 0.0894 (SHAP contribution: -0.0094);
Base NB Pos = 0.2297 (SHAP contribution: -0.0048);
Base SVM Neg = 0.3298 (SHAP contribution: -0.0045)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base NB Neu, Base SVM Pos, Base VADER Pos, Base NB Neg. The main opposing signal was Base VADER Compound."
21,correct,fake and gay,neg,neg,0.7553,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.8088 (SHAP contribution: 0.599);
Base RoBERTa Pos = 0.0246 (SHAP contribution: 0.3157);
Base VADER Compound = -0.4767 (SHAP contribution: 0.1368);
Base RoBERTa Neu = 0.1666 (SHAP contribution: 0.073);
Base SVM Pos = 0.3204 (SHAP contribution: 0.0403)","Base NB Neg = 0.3401 (SHAP contribution: -0.0075);
Base NB Pos = 0.329 (SHAP contribution: -0.0048);
Base SVM Neg = 0.3405 (SHAP contribution: -0.0034);
Base VADER Neu = 0.392 (SHAP contribution: -0.0033)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base RoBERTa Neu, Base SVM Pos. The main opposing signal was Base NB Neg."
23,correct,the cam too big,neg,neg,0.5127,Base RoBERTa Neg,VADER,"Base RoBERTa Neg = 0.3942 (SHAP contribution: 0.1986);
Base VADER Compound = 0.0 (SHAP contribution: 0.1767);
Base RoBERTa Pos = 0.0774 (SHAP contribution: 0.0948);
Base SVM Pos = 0.3219 (SHAP contribution: 0.054);
Base NB Neu = 0.33 (SHAP contribution: 0.0266)","Base RoBERTa Neu = 0.5284 (SHAP contribution: -0.108);
Base NB Neg = 0.3679 (SHAP contribution: -0.0075);
Base NB Pos = 0.3021 (SHAP contribution: -0.0048);
Base SVM Neg = 0.3592 (SHAP contribution: -0.0045);
Base VADER Neg = 0.0 (SHAP contribution: -0.001)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was VADER. The top supporting features were Base RoBERTa Neg, Base VADER Compound, Base RoBERTa Pos, Base SVM Pos, Base NB Neu. The main opposing signal was Base RoBERTa Neu."
24,correct,"The Cay by: Theodore TaylorThe main characters of the book are Timothy and Phillip. Timothy is a large black man that takes care of Phillip on the island. He is caring and hard working. He dies during a hurricane trying to protect Phillip. Phillip is a young boy who gets stranded on the island with Timothy. At first Phillip doesn't appreciate Timothy because he's black but soon he and Timothy become great friends.The plot of the story is about a young boy and an elderly man who get shipwrecked on an island. The young boy becomes blind shortly after the shipwreck. The young boy has to learn to become friends with the elderly black man. They end up becoming great friends learning new ways of surviving on the island.The setting of The Cay is on an island in the Caribbean during the time of World War II.The theme of the book is racism, life, faith, and survival.I liked The Cay because it teaches you that you can't judge someone by the color of their skin. Also it teaches you that it's okay to have disabilities because it doesn't stop people from doing things to be independent.",neu,neu,0.4099,Base RoBERTa Neu,RoBERTa,"Base RoBERTa Neu = 0.6487 (SHAP contribution: 0.1255);
Base VADER Compound = 0.9723 (SHAP contribution: 0.065);
Base RoBERTa Neg = 0.1887 (SHAP contribution: 0.0275);
Base VADER Neg = 0.075 (SHAP contribution: 0.0216);
Base RoBERTa Pos = 0.1626 (SHAP contribution: 0.0199)","Base NB Pos = 0.573 (SHAP contribution: -0.1519);
Base NB Neu = 0.2485 (SHAP contribution: -0.1466);
Base SVM Neu = 0.2872 (SHAP contribution: -0.0912);
Base NB Neg = 0.1785 (SHAP contribution: -0.0128)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Base RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neu, Base VADER Compound, Base RoBERTa Neg, Base VADER Neg, Base RoBERTa Pos. The main opposing signal was Base NB Pos."
25,correct,"It was easy to put in my wife's new Alcatel phone, and it does its job.",pos,pos,0.857,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.0056 (SHAP contribution: 0.8267);
Base RoBERTa Pos = 0.9085 (SHAP contribution: 0.5026);
Base SVM Pos = 0.3807 (SHAP contribution: 0.1556);
Base RoBERTa Neu = 0.086 (SHAP contribution: 0.0914);
Base NB Pos = 0.4986 (SHAP contribution: 0.0702)",Base SVM Neg = 0.3412 (SHAP contribution: -0.0013),"The meta XGBoost model predicted 'pos' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base SVM Pos, Base RoBERTa Neu, Base NB Pos. The main opposing signal was Base SVM Neg."
26,correct,"Thriller, edited by the ubiquitous James Patterson, is the first publication of the recently formed International Thriller Writers Inc. To publicise (and help fund) the ITW, Patterson has compiled a collection of thirty stories donated by well-known thriller writers, all using ""a familiar character or plotline"" from their novels.Unsurprisingly, the result is something of a mixed bag. Not all novelists are masters of the short story form, and many of these writers seem uncomfortable within its confines. Some of the stories skimp on characterization, and some on plot; some work well as stand-alones, but others rely too much on the readers' knowledge of characters and organizations from the writers' novels. That said, there are some gems inside.Patterson leads with one of the strongest stories: 'James Penney's New Identity', by Lee Child. Penney, a Vietnam vet, suffers from post-traumatic syndrome, and has been retrenched after seventeen years in the same job because of a poor attendance record. Going slightly crazy, he sets fire to his house before fleeing in his prized Firebird, but the fire spreads. Soon he's wanted for arson - and then, he encounters military cop Jack Reacher. It's a neat little tale, and all you need to know about Reacher for it to work is his idea of honour.J. A. Konrath's 'Epitaph' is less surprising, but it's a well-written and punchy story involving Phin Trout, one of the colourful sidekicks of Whiskey Sour's heroine ""Jack"" Daniels. In James Rollins's amusing and fast-paced 'Kowalski's in Love', Sigma Force's heroic but less-than-brilliant Joe Kowalski has to fight his way past booby traps and rabid baboons to loot a mad scientist's island laboratory before the Brazilian government fire-bombs the place. In F. Paul Wilson's 'Interlude at Duane's', unarmed career criminal Repairman Jack has to hunt for improvised weapons in a drug-store held up by a heavily armed team of enthusiastic amateurs; the action is frantic, and the results gruesome, but the tone is light-heartedly anarchic.More serious is James Siegel's 'Empathy', a grim and claustrophobic stand-alone about a masseuse who suspects that a client is a paedophile, but lacks proof. David Morrell's 'The Abelard Sanction' features a tense armed stand-off between enemy spies in a sanctuary; it starts with several pages of background, but Morrell manages to make this as interesting as his conflicted characters. Dennis Lynds's 'Success of a Mission' and Grant Blackwood's 'Sacrifical Lion' are well-constructed accounts of dangerous undercover missions - one in the Middle East, the other in Stalin's Russia.Two of the stories make use of the September 11 attacks and their aftermath. David Dun's 'Spirit Walker' pits Tilok tracker Kier Wintripp against the Anthrax letter bomber, and in Steve Berry's 'The Devils' Due' - one of the gems in the collection - Osama Bin Laden arranges a meeting with Cotton Malone and offers to surrender.For fans of historical conspiracies, there is Katherine Neville's 'The Tuesday Club', in which Benjamin Franklin and Thomas Jefferson look for secret messages in 'Frere Jacques'. David Liss pits 18th century thief-taker Benjamin Weaver against a cunning highwayman, and Ted Bell spins a yarn of Napoleonic-era sailors and pirates in 'The Powder Monkey'.Christopher Reich's 'Assassins' and Robert Liparulo's 'Kill Zone' are little more than character studies, but Liparullo does a particularly good job of showing us the viewpoint of police sniper Byron Stone.Alex Kava's 'Goodnight, Sweet Mother' and John Lescroart and M. J. Rose's 'The Portal' are both enjoyably twisted, but Heather Graham's 'The Face in the Window' is rather predictable. Michael and Daniel Palmer's 'Disfigured' is an intriguing tale of a deranged kidnap plot, but needed to be at least twice as long.James Grippando's 'Operation Northwoods' feels more like a teaser for his next novel - as do Gayle Lynds's 'The Hunt for Dmitri', Brad Thor's 'The Athens Solution', and Douglas Preston and Lincoln Child's 'Gone Fishing', despite their promising beginnings.Chris Mooney's 'Falling', Denise Hamilton's 'At The Drop of A Hat', Christopher Rice's 'Man Catch', and M. Diane Vogt's 'Surviving Toronto' all feel more like compressed novels, with too many scenes and characters reduced to ciphers and most of the tension left out. Raelynn Hillhouse handles the short story length better in 'Diplomatic Constraints', an exciting prologue to 'Outsourced', but I still felt I was missing something.This book is rather like a smorgasbord for thriller readers. Even if you don't like everything on offer, chances are you'll find something you'll want to try again.",neu,neu,0.5451,Base RoBERTa Neu,RoBERTa,"Base RoBERTa Neu = 0.7042 (SHAP contribution: 0.135);
Base SVM Neu = 0.7673 (SHAP contribution: 0.1036);
Base RoBERTa Neg = 0.201 (SHAP contribution: 0.0284);
Base NB Pos = 0.1981 (SHAP contribution: 0.025);
Base RoBERTa Pos = 0.0949 (SHAP contribution: 0.0231)","Base NB Neg = 0.2172 (SHAP contribution: -0.0253);
Base NB Neu = 0.5847 (SHAP contribution: -0.0248);
Base VADER Compound = 0.5419 (SHAP contribution: -0.0241);
Base SVM Neg = 0.054 (SHAP contribution: -0.01)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Base RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neu, Base SVM Neu, Base RoBERTa Neg, Base NB Pos, Base RoBERTa Pos. The main opposing signal was Base NB Neg."
27,correct,"I just got mine now, and its an awesome cross! Great detail of the Holy Trinity. Love it!",pos,pos,0.8533,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.0029 (SHAP contribution: 0.8203);
Base RoBERTa Pos = 0.9772 (SHAP contribution: 0.492);
Base SVM Pos = 0.3615 (SHAP contribution: 0.1537);
Base RoBERTa Neu = 0.0199 (SHAP contribution: 0.0921);
Base NB Pos = 0.5313 (SHAP contribution: 0.0669)",None,"The meta XGBoost model predicted 'pos' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base SVM Pos, Base RoBERTa Neu, Base NB Pos. The main opposing signal was no strong opposing signal."
28,correct,"This batch that I bouth in 2010 no only won't burn in either my CD/DVD player but it ejects itself before I can press a button. Same with the other player on my machine which also burns blu rays. I took the DL Verbatims from 2007-2008 and saved them to one BluRay and all the info was transferred wihtout a hitch. The 4.7s work great, I even get what should be DL space items compressed without much quality loss to the 4.7s This is very bad. They did something in the factory that reduced the quality of the DL disk to where the machine dosent even want it to sit there. I kicks it out. Sometimes im lucky if i put it in and press burn right away it will register but more often then not burns coaster.",neg,neg,0.5695,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.746 (SHAP contribution: 0.6177);
Base RoBERTa Pos = 0.02 (SHAP contribution: 0.3789);
Base RoBERTa Neu = 0.234 (SHAP contribution: 0.0656);
Base SVM Pos = 0.2606 (SHAP contribution: 0.0464);
Base SVM Neg = 0.4403 (SHAP contribution: 0.0082)","Base VADER Compound = 0.8794 (SHAP contribution: -0.1138);
Base NB Neu = 0.4612 (SHAP contribution: -0.0929);
Base NB Neg = 0.3479 (SHAP contribution: -0.0075);
Base NB Pos = 0.1909 (SHAP contribution: -0.0048);
Base VADER Neu = 0.838 (SHAP contribution: -0.0033)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base RoBERTa Neu, Base SVM Pos, Base SVM Neg. The main opposing signal was Base VADER Compound."
31,correct,"I liked the monitor colors, size, clarity, but I have an HP computer (good processor, three years old) and it will not download the driver software. I find the buttons ( not very deep) in the back to be uncmfortable to work from the front.. I'm reasonably computer savvy and have not had this problem before. So I called AOC twice but neither technician could figure out a way to resolve the problem, using the disc or with a separate emailed download. They said this happens sometimes.",neg,neg,0.6063,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.6542 (SHAP contribution: 0.5541);
Base VADER Compound = -0.4981 (SHAP contribution: 0.1368);
Base RoBERTa Pos = 0.0297 (SHAP contribution: 0.131);
Base RoBERTa Neu = 0.316 (SHAP contribution: 0.0648);
Base SVM Pos = 0.3 (SHAP contribution: 0.0279)","Base NB Neu = 0.5658 (SHAP contribution: -0.0954);
Base NB Neg = 0.2248 (SHAP contribution: -0.0092);
Base NB Pos = 0.2094 (SHAP contribution: -0.0048);
Base VADER Neu = 0.829 (SHAP contribution: -0.0033);
Base VADER Neg = 0.093 (SHAP contribution: -0.001)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base VADER Compound, Base RoBERTa Pos, Base RoBERTa Neu, Base SVM Pos. The main opposing signal was Base NB Neu."
32,correct,"I am going to be honest and I am telling you that for premade and moldable fronts or grillz they are pretty damn nice and comfortable! I have purchased two different sets of them and I like both sets and I wear them often! I am basically saying that I am far from a goofy type guy that is clueless about looking good or people telling you that you look good but you actually look dumb as hell and they're not trying to hurt your feelings, LoL!",neu,neu,0.5481,Base SVM Neu,RoBERTa,"Base SVM Neu = 0.4686 (SHAP contribution: 0.1622);
Base RoBERTa Neu = 0.4475 (SHAP contribution: 0.141);
Base NB Neg = 0.5625 (SHAP contribution: 0.0282);
Base NB Pos = 0.1794 (SHAP contribution: 0.0273);
Base RoBERTa Neg = 0.2229 (SHAP contribution: 0.0261)","Base NB Neu = 0.2581 (SHAP contribution: -0.1419);
Base VADER Compound = 0.5775 (SHAP contribution: -0.0185);
Base SVM Neg = 0.2431 (SHAP contribution: -0.0006)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Base SVM Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Base SVM Neu, Base RoBERTa Neu, Base NB Neg, Base NB Pos, Base RoBERTa Neg. The main opposing signal was Base NB Neu."
