row_index,prediction_result,review_text,true_sentiment,predicted_sentiment,prediction_confidence,strongest_individual_feature,strongest_feature_group,top_supporting_features,top_opposing_features,explanation
29,wrong,Built great.,neu,pos,0.7285,Enhanced RoBERTa Neg,RoBERTa,"Enhanced RoBERTa Neg = 0.032 (SHAP contribution: 0.457);
Enhanced RoBERTa Pos = 0.7823 (SHAP contribution: 0.3294);
Enhanced SVM Neg = 0.176 (SHAP contribution: 0.1451);
Enhanced VADER Compound = 0.6249 (SHAP contribution: 0.0878);
Enhanced SVM Pos = 0.4916 (SHAP contribution: 0.0875)",Enhanced NB Neg = 0.2036 (SHAP contribution: -0.0312),"The meta XGBoost model predicted 'pos' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced SVM Neg, Enhanced VADER Compound, Enhanced SVM Pos. The main opposing signal was Enhanced NB Neg."
30,wrong,These are okay. They are pretty but they are also kinda cheap. But hey look at the price. They do look very nice and are comfortable to wear.,neu,pos,0.748,Enhanced RoBERTa Neg,RoBERTa,"Enhanced RoBERTa Neg = 0.0111 (SHAP contribution: 0.9673);
Enhanced RoBERTa Pos = 0.8516 (SHAP contribution: 0.3274);
Enhanced VADER Compound = 0.903 (SHAP contribution: 0.0624);
Enhanced NB Pos = 0.3583 (SHAP contribution: 0.0576);
Enhanced VADER Pos = 0.336 (SHAP contribution: 0.0496)","Enhanced SVM Pos = 0.2312 (SHAP contribution: -0.1518);
Enhanced SVM Neu = 0.5016 (SHAP contribution: -0.1433);
Enhanced NB Neg = 0.2808 (SHAP contribution: -0.049);
Enhanced SVM Neg = 0.2672 (SHAP contribution: -0.0466)","The meta XGBoost model predicted 'pos' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced NB Pos, Enhanced VADER Pos. The main opposing signal was Enhanced SVM Pos."
33,wrong,"This is the book that was used for MATH 0150 at Kean University, Union, NJ, USA.",neu,pos,0.432,Enhanced RoBERTa Neg,RoBERTa,"Enhanced RoBERTa Neg = 0.0328 (SHAP contribution: 0.3262);
Enhanced RoBERTa Neu = 0.8853 (SHAP contribution: 0.0896);
Enhanced NB Neg = 0.3423 (SHAP contribution: 0.0686);
Enhanced SVM Pos = 0.4168 (SHAP contribution: 0.0685);
Enhanced NB Pos = 0.3708 (SHAP contribution: 0.0478)","Enhanced RoBERTa Pos = 0.082 (SHAP contribution: -0.2138);
Enhanced VADER Compound = 0.0 (SHAP contribution: -0.0918);
Enhanced VADER Pos = 0.0 (SHAP contribution: -0.0573);
Enhanced SVM Neg = 0.2921 (SHAP contribution: -0.0436);
Enhanced VADER Neu = 1.0 (SHAP contribution: -0.0203)","The meta XGBoost model predicted 'pos' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Neu, Enhanced NB Neg, Enhanced SVM Pos, Enhanced NB Pos. The main opposing signal was Enhanced RoBERTa Pos."
34,wrong,Just what the travel doctor ordered!,pos,neu,0.349,Enhanced RoBERTa Neu,RoBERTa,"Enhanced RoBERTa Neu = 0.5666 (SHAP contribution: 0.0991);
Enhanced RoBERTa Neg = 0.2022 (SHAP contribution: 0.0612);
Enhanced SVM Pos = 0.4053 (SHAP contribution: 0.0581);
Enhanced NB Neg = 0.3131 (SHAP contribution: 0.0185);
Enhanced SVM Neg = 0.3051 (SHAP contribution: 0.0125)","Enhanced SVM Neu = 0.2896 (SHAP contribution: -0.1612);
Enhanced VADER Neg = 0.0 (SHAP contribution: -0.0905);
Enhanced NB Pos = 0.3839 (SHAP contribution: -0.0532);
Enhanced VADER Compound = 0.0 (SHAP contribution: -0.0504);
Enhanced VADER Neu = 1.0 (SHAP contribution: -0.0428)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Enhanced RoBERTa Neg, Enhanced SVM Pos, Enhanced NB Neg, Enhanced SVM Neg. The main opposing signal was Enhanced SVM Neu."
36,wrong,"The Road to Gandolfo is a spoof, or satire, or meant to be generally amusing, or some combination of those three.A guy that is kicked out of the army for becoming a political embarrassment, decides to do something even more politically embarrassing. He kidnaps the Pope.The Pope doesn't mind that much, he gets to kick back, shoot the breeze, sink a few cold ones, have a few barbies, and generally be not stressed.The problem will be getting all the Catholics to pay the ransom that they want for him, as he is taxing them all.",pos,neu,0.4969,Enhanced RoBERTa Neu,RoBERTa,"Enhanced RoBERTa Neu = 0.4046 (SHAP contribution: 0.2009);
Enhanced SVM Neu = 0.378 (SHAP contribution: 0.1518);
Enhanced VADER Neu = 0.842 (SHAP contribution: 0.1158);
Enhanced RoBERTa Neg = 0.5611 (SHAP contribution: 0.0917);
Enhanced NB Pos = 0.2094 (SHAP contribution: 0.0841)","Enhanced VADER Compound = -0.53 (SHAP contribution: -0.0693);
Enhanced SVM Neg = 0.4789 (SHAP contribution: -0.0253);
Enhanced NB Neg = 0.4198 (SHAP contribution: -0.0133);
Enhanced NB Neu = 0.3707 (SHAP contribution: -0.0018)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Enhanced SVM Neu, Enhanced VADER Neu, Enhanced RoBERTa Neg, Enhanced NB Pos. The main opposing signal was Enhanced VADER Compound."
37,wrong,"They are great, the only reason why I didnt keep them is that I looked bad in these. My body isnt for it, but otherwise if you know you look good in these type of pants- that would be a good buy. Quality is pretty nice.I wished I looked better, but well, life ;)",pos,neu,0.7026,Enhanced RoBERTa Neu,RoBERTa,"Enhanced RoBERTa Neu = 0.4144 (SHAP contribution: 0.2022);
Enhanced SVM Neu = 0.4789 (SHAP contribution: 0.1476);
Enhanced NB Pos = 0.2206 (SHAP contribution: 0.1347);
Enhanced VADER Compound = 0.9688 (SHAP contribution: 0.096);
Enhanced RoBERTa Neg = 0.1413 (SHAP contribution: 0.0813)","Enhanced VADER Neg = 0.033 (SHAP contribution: -0.0448);
Enhanced VADER Pos = 0.346 (SHAP contribution: -0.0437);
Enhanced VADER Neu = 0.621 (SHAP contribution: -0.0431);
Enhanced SVM Pos = 0.2241 (SHAP contribution: -0.0159);
Enhanced RoBERTa Pos = 0.4444 (SHAP contribution: -0.0112)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Enhanced SVM Neu, Enhanced NB Pos, Enhanced VADER Compound, Enhanced RoBERTa Neg. The main opposing signal was Enhanced VADER Neg."
38,wrong,Awesome... for 2 weeks junk!,neg,neu,0.4112,Enhanced RoBERTa Neu,RoBERTa,"Enhanced RoBERTa Neu = 0.2372 (SHAP contribution: 0.1385);
Enhanced RoBERTa Neg = 0.0732 (SHAP contribution: 0.099);
Enhanced SVM Pos = 0.1897 (SHAP contribution: 0.017)","Enhanced VADER Neg = 0.0 (SHAP contribution: -0.0905);
Enhanced VADER Compound = 0.0 (SHAP contribution: -0.0736);
Enhanced SVM Neu = 0.3415 (SHAP contribution: -0.0689);
Enhanced VADER Neu = 1.0 (SHAP contribution: -0.0377);
Enhanced VADER Pos = 0.0 (SHAP contribution: -0.034)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Enhanced RoBERTa Neg, Enhanced SVM Pos. The main opposing signal was Enhanced VADER Neg."
42,wrong,"the channel memory is funky if its turned up to loud it cuts out the remote is too small and hard to read, understand and hold",neu,neg,0.7873,Enhanced RoBERTa Neg,RoBERTa,"Enhanced RoBERTa Neg = 0.8691 (SHAP contribution: 0.6401);
Enhanced RoBERTa Pos = 0.0076 (SHAP contribution: 0.3618);
Enhanced VADER Pos = 0.0 (SHAP contribution: 0.1583);
Enhanced VADER Compound = -0.4588 (SHAP contribution: 0.1253);
Enhanced SVM Pos = 0.1027 (SHAP contribution: 0.1044)","Enhanced NB Neu = 0.4278 (SHAP contribution: -0.057);
Enhanced VADER Neu = 0.821 (SHAP contribution: -0.0112);
Enhanced SVM Neu = 0.4508 (SHAP contribution: -0.0046)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Pos, Enhanced VADER Compound, Enhanced SVM Pos. The main opposing signal was Enhanced NB Neu."
43,wrong,"Wedding planner Carnegie Kincaid is going through a rough patch professionally and personally. Her Seattle based businesses ""Made in Heaven Wedding Design"" is not making much money and her relationship with her commitment phobic significant other Aaron Gold is strained. She decides to attend the wedding of her college friend Tracy West because of the business contacts she will make there as Tracy is a big Hollywood star and her parents know all the movers and shakes.When Carnegie learns her cousin died, she decides that the wedding is the perfect place to get some answers regarding his death. Although Carnegie wasn't close to her cousin Brian Theale, she wants to know if his death was an accident or murder. A professional who examined the body thinks he was murdered but the sheriff and the task force classified it an accident. Brian's fellow smoke jumpers who were with him shortly after he died will be at the wedding so Carnegie will have an easy time questioning the suspects. To her delight, Aaron comes up for the wedding and since he is a journalist with skills that are needed to question suspects, they team up to find out the truth behind Brian's death.The heroine becomes the de facto wedding planner for the West wedding which gives her easy access to the suspects and her determination to find out if the cousin she didn't like was murdered is laudable. Doing her job while trying to scope out a murderer leads to some very funny situations and the comic relief is needed because the tension throughout the storyline is as tight as a high wire. Deborah Donnelly is a very creative writer whose mystery series is refreshingly innovative and totally exciting.Harriet Klausner",pos,neu,0.5933,Enhanced SVM Neu,RoBERTa,"Enhanced SVM Neu = 0.4452 (SHAP contribution: 0.1286);
Enhanced RoBERTa Neu = 0.6682 (SHAP contribution: 0.1259);
Enhanced VADER Neg = 0.181 (SHAP contribution: 0.0803);
Enhanced RoBERTa Neg = 0.1772 (SHAP contribution: 0.0702);
Enhanced VADER Pos = 0.14 (SHAP contribution: 0.0686)","Enhanced VADER Compound = -0.9583 (SHAP contribution: -0.0823);
Enhanced NB Pos = 0.481 (SHAP contribution: -0.0584);
Enhanced VADER Neu = 0.68 (SHAP contribution: -0.049);
Enhanced RoBERTa Pos = 0.1546 (SHAP contribution: -0.0109);
Enhanced SVM Pos = 0.3447 (SHAP contribution: -0.002)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Enhanced SVM Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced SVM Neu, Enhanced RoBERTa Neu, Enhanced VADER Neg, Enhanced RoBERTa Neg, Enhanced VADER Pos. The main opposing signal was Enhanced VADER Compound."
44,wrong,I am still having trouble getting it setup for wifi internet. If I can fix that problem it is a good buy.,neu,neg,0.3944,Enhanced VADER Compound,Naive Bayes,"Enhanced VADER Compound = -0.3612 (SHAP contribution: 0.1638);
Enhanced RoBERTa Neg = 0.3814 (SHAP contribution: 0.1483);
Enhanced NB Neu = 0.2541 (SHAP contribution: 0.0852);
Enhanced NB Neg = 0.3476 (SHAP contribution: 0.0399);
Enhanced SVM Neu = 0.2904 (SHAP contribution: 0.0117)","Enhanced SVM Pos = 0.3756 (SHAP contribution: -0.1478);
Enhanced RoBERTa Neu = 0.4958 (SHAP contribution: -0.1176);
Enhanced VADER Pos = 0.119 (SHAP contribution: -0.0762);
Enhanced SVM Neg = 0.334 (SHAP contribution: -0.0398);
Enhanced RoBERTa Pos = 0.1229 (SHAP contribution: -0.0392)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Enhanced VADER Compound, while the strongest overall feature group was Naive Bayes. The top supporting features were Enhanced VADER Compound, Enhanced RoBERTa Neg, Enhanced NB Neu, Enhanced NB Neg, Enhanced SVM Neu. The main opposing signal was Enhanced SVM Pos."
47,wrong,"It's great. I'm near the max distance from Green Bay, WI. Time Warner took our NBC any MyTV off because of price disputes. Now TWC can do whatever with local tv. With next day shipping it was only around $42.00.",pos,neu,0.4693,Enhanced RoBERTa Neu,RoBERTa,"Enhanced RoBERTa Neu = 0.3247 (SHAP contribution: 0.1448);
Enhanced VADER Neu = 0.86 (SHAP contribution: 0.1197);
Enhanced RoBERTa Neg = 0.0533 (SHAP contribution: 0.0835);
Enhanced SVM Neu = 0.3628 (SHAP contribution: 0.0667);
Enhanced VADER Pos = 0.093 (SHAP contribution: 0.0474)","Enhanced NB Neu = 0.2375 (SHAP contribution: -0.2132);
Enhanced NB Pos = 0.329 (SHAP contribution: -0.1631);
Enhanced RoBERTa Pos = 0.622 (SHAP contribution: -0.0112);
Enhanced VADER Neg = 0.048 (SHAP contribution: -0.01);
Enhanced VADER Compound = 0.4588 (SHAP contribution: -0.0092)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Enhanced VADER Neu, Enhanced RoBERTa Neg, Enhanced SVM Neu, Enhanced VADER Pos. The main opposing signal was Enhanced NB Neu."
55,wrong,"Incarcerated in a labor camp in Siberia, Ivan Denisovich struggles to find food, warmth and a bit of dignity over the course of his day as a forced laborer in the Gulag.....One Day in the Life of Ivan DenisovichRich B",pos,neg,0.6199,Enhanced RoBERTa Neg,RoBERTa,"Enhanced RoBERTa Neg = 0.6672 (SHAP contribution: 0.6834);
Enhanced RoBERTa Pos = 0.0166 (SHAP contribution: 0.3439);
Enhanced VADER Compound = 0.0516 (SHAP contribution: 0.1031);
Enhanced RoBERTa Neu = 0.3162 (SHAP contribution: 0.0844);
Enhanced VADER Neu = 0.741 (SHAP contribution: 0.0132)","Enhanced SVM Pos = 0.4415 (SHAP contribution: -0.1276);
Enhanced VADER Pos = 0.132 (SHAP contribution: -0.1102);
Enhanced SVM Neg = 0.2269 (SHAP contribution: -0.0535);
Enhanced NB Neg = 0.2338 (SHAP contribution: -0.0394);
Enhanced NB Neu = 0.4319 (SHAP contribution: -0.0382)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced RoBERTa Neu, Enhanced VADER Neu. The main opposing signal was Enhanced SVM Pos."
