row_index,prediction_result,review_text,true_sentiment,predicted_sentiment,prediction_confidence,strongest_individual_feature,strongest_feature_group,top_supporting_features,top_opposing_features,explanation
34,wrong,Just what the travel doctor ordered!,pos,neg,0.3641,Enhanced VADER Compound,VADER,"Enhanced VADER Compound = 0.0 (SHAP contribution: 0.1876);
Enhanced VADER Pos = 0.0 (SHAP contribution: 0.0951);
Enhanced VADER Neu = 1.0 (SHAP contribution: 0.069);
Enhanced NB Neu = 0.3029 (SHAP contribution: 0.0082);
Meta Diminisher Count = 0.0 (SHAP contribution: 0.0011)","Enhanced RoBERTa Pos = 0.2313 (SHAP contribution: -0.1582);
Enhanced RoBERTa Neu = 0.5666 (SHAP contribution: -0.1076);
Enhanced RoBERTa Neg = 0.2022 (SHAP contribution: -0.061);
Enhanced SVM Pos = 0.4053 (SHAP contribution: -0.0403);
Enhanced SVM Neg = 0.3051 (SHAP contribution: -0.0111)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Enhanced VADER Compound, while the strongest overall feature group was VADER. The top supporting features were Enhanced VADER Compound, Enhanced VADER Pos, Enhanced VADER Neu, Enhanced NB Neu, Meta Diminisher Count. The main opposing signal was Enhanced RoBERTa Pos."
36,wrong,"The Road to Gandolfo is a spoof, or satire, or meant to be generally amusing, or some combination of those three.A guy that is kicked out of the army for becoming a political embarrassment, decides to do something even more politically embarrassing. He kidnaps the Pope.The Pope doesn't mind that much, he gets to kick back, shoot the breeze, sink a few cold ones, have a few barbies, and generally be not stressed.The problem will be getting all the Catholics to pay the ransom that they want for him, as he is taxing them all.",pos,neg,0.4851,Enhanced RoBERTa Neg,RoBERTa,"Enhanced RoBERTa Neg = 0.5611 (SHAP contribution: 0.22);
Enhanced VADER Compound = -0.53 (SHAP contribution: 0.1596);
Enhanced RoBERTa Pos = 0.0343 (SHAP contribution: 0.1279);
Enhanced SVM Pos = 0.1431 (SHAP contribution: 0.0357);
Enhanced VADER Pos = 0.062 (SHAP contribution: 0.0351)","Enhanced RoBERTa Neu = 0.4046 (SHAP contribution: -0.1331);
Enhanced VADER Neu = 0.842 (SHAP contribution: -0.0111);
Enhanced SVM Neu = 0.378 (SHAP contribution: -0.0035);
Enhanced NB Pos = 0.2094 (SHAP contribution: -0.0002)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced VADER Compound, Enhanced RoBERTa Pos, Enhanced SVM Pos, Enhanced VADER Pos. The main opposing signal was Enhanced RoBERTa Neu."
37,wrong,"They are great, the only reason why I didnt keep them is that I looked bad in these. My body isnt for it, but otherwise if you know you look good in these type of pants- that would be a good buy. Quality is pretty nice.I wished I looked better, but well, life ;)",pos,neu,0.6828,Enhanced RoBERTa Neu,RoBERTa,"Enhanced RoBERTa Neu = 0.4144 (SHAP contribution: 0.236);
Meta Contrast Count = 2.0 (SHAP contribution: 0.181);
Enhanced SVM Neu = 0.4789 (SHAP contribution: 0.0888);
Enhanced NB Pos = 0.2206 (SHAP contribution: 0.0448);
Enhanced NB Neu = 0.3506 (SHAP contribution: 0.0311)","Enhanced VADER Neg = 0.033 (SHAP contribution: -0.0048);
Enhanced VADER Pos = 0.346 (SHAP contribution: -0.0027);
Meta Neg Phrase Count = 0.0 (SHAP contribution: -0.0007);
Meta Has Neg Phrase = 0.0 (SHAP contribution: -0.0002)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Contrast Count, Enhanced SVM Neu, Enhanced NB Pos, Enhanced NB Neu. The main opposing signal was Enhanced VADER Neg."
38,wrong,Awesome... for 2 weeks junk!,neg,pos,0.3769,Enhanced RoBERTa Neg,RoBERTa,"Enhanced RoBERTa Neg = 0.0732 (SHAP contribution: 0.2193);
Enhanced RoBERTa Pos = 0.6896 (SHAP contribution: 0.1646);
Enhanced SVM Neu = 0.3415 (SHAP contribution: 0.0407);
Meta Contrast Count = 0.0 (SHAP contribution: 0.0077);
Enhanced VADER Neg = 0.0 (SHAP contribution: 0.0065)","Enhanced RoBERTa Neu = 0.2372 (SHAP contribution: -0.1077);
Enhanced SVM Pos = 0.1897 (SHAP contribution: -0.1074);
Enhanced VADER Compound = 0.0 (SHAP contribution: -0.0946);
Enhanced NB Pos = 0.2883 (SHAP contribution: -0.0206);
Enhanced VADER Pos = 0.0 (SHAP contribution: -0.0203)","The meta XGBoost model predicted 'pos' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced SVM Neu, Meta Contrast Count, Enhanced VADER Neg. The main opposing signal was Enhanced RoBERTa Neu."
42,wrong,"the channel memory is funky if its turned up to loud it cuts out the remote is too small and hard to read, understand and hold",neu,neg,0.7541,Enhanced RoBERTa Neg,RoBERTa,"Enhanced RoBERTa Neg = 0.8691 (SHAP contribution: 0.537);
Enhanced RoBERTa Pos = 0.0076 (SHAP contribution: 0.3153);
Enhanced VADER Compound = -0.4588 (SHAP contribution: 0.1478);
Enhanced RoBERTa Neu = 0.1233 (SHAP contribution: 0.1022);
Enhanced VADER Pos = 0.0 (SHAP contribution: 0.0811)","Enhanced NB Neu = 0.4278 (SHAP contribution: -0.0149);
Enhanced VADER Neu = 0.821 (SHAP contribution: -0.01);
Enhanced NB Pos = 0.1915 (SHAP contribution: -0.0002)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced RoBERTa Neu, Enhanced VADER Pos. The main opposing signal was Enhanced NB Neu."
43,wrong,"Wedding planner Carnegie Kincaid is going through a rough patch professionally and personally. Her Seattle based businesses ""Made in Heaven Wedding Design"" is not making much money and her relationship with her commitment phobic significant other Aaron Gold is strained. She decides to attend the wedding of her college friend Tracy West because of the business contacts she will make there as Tracy is a big Hollywood star and her parents know all the movers and shakes.When Carnegie learns her cousin died, she decides that the wedding is the perfect place to get some answers regarding his death. Although Carnegie wasn't close to her cousin Brian Theale, she wants to know if his death was an accident or murder. A professional who examined the body thinks he was murdered but the sheriff and the task force classified it an accident. Brian's fellow smoke jumpers who were with him shortly after he died will be at the wedding so Carnegie will have an easy time questioning the suspects. To her delight, Aaron comes up for the wedding and since he is a journalist with skills that are needed to question suspects, they team up to find out the truth behind Brian's death.The heroine becomes the de facto wedding planner for the West wedding which gives her easy access to the suspects and her determination to find out if the cousin she didn't like was murdered is laudable. Doing her job while trying to scope out a murderer leads to some very funny situations and the comic relief is needed because the tension throughout the storyline is as tight as a high wire. Deborah Donnelly is a very creative writer whose mystery series is refreshingly innovative and totally exciting.Harriet Klausner",pos,neu,0.5215,Enhanced RoBERTa Neu,RoBERTa,"Enhanced RoBERTa Neu = 0.6682 (SHAP contribution: 0.1739);
Meta Contrast Count = 2.0 (SHAP contribution: 0.1015);
Enhanced SVM Neu = 0.4452 (SHAP contribution: 0.074);
Enhanced RoBERTa Neg = 0.1772 (SHAP contribution: 0.026);
Meta Has Contrast = 1.0 (SHAP contribution: 0.0144)","Enhanced VADER Compound = -0.9583 (SHAP contribution: -0.1178);
Enhanced NB Pos = 0.481 (SHAP contribution: -0.0213);
Enhanced NB Neu = 0.3196 (SHAP contribution: -0.0159);
Meta Intensifier Count = 3.0 (SHAP contribution: -0.0146);
Enhanced VADER Neg = 0.181 (SHAP contribution: -0.0074)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Contrast Count, Enhanced SVM Neu, Enhanced RoBERTa Neg, Meta Has Contrast. The main opposing signal was Enhanced VADER Compound."
44,wrong,I am still having trouble getting it setup for wifi internet. If I can fix that problem it is a good buy.,neu,neg,0.4177,Enhanced VADER Compound,VADER,"Enhanced VADER Compound = -0.3612 (SHAP contribution: 0.1665);
Enhanced RoBERTa Neg = 0.3814 (SHAP contribution: 0.15);
Enhanced RoBERTa Pos = 0.1229 (SHAP contribution: 0.01);
Enhanced VADER Neg = 0.222 (SHAP contribution: 0.0065);
Enhanced NB Neu = 0.2541 (SHAP contribution: 0.0033)","Enhanced RoBERTa Neu = 0.4958 (SHAP contribution: -0.1431);
Enhanced SVM Pos = 0.3756 (SHAP contribution: -0.0356);
Enhanced VADER Neu = 0.658 (SHAP contribution: -0.0128);
Enhanced SVM Neg = 0.334 (SHAP contribution: -0.0114);
Enhanced VADER Pos = 0.119 (SHAP contribution: -0.0106)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Enhanced VADER Compound, while the strongest overall feature group was VADER. The top supporting features were Enhanced VADER Compound, Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Neg, Enhanced NB Neu. The main opposing signal was Enhanced RoBERTa Neu."
55,wrong,"Incarcerated in a labor camp in Siberia, Ivan Denisovich struggles to find food, warmth and a bit of dignity over the course of his day as a forced laborer in the Gulag.....One Day in the Life of Ivan DenisovichRich B",pos,neg,0.6518,Enhanced RoBERTa Neg,RoBERTa,"Enhanced RoBERTa Neg = 0.6672 (SHAP contribution: 0.5384);
Enhanced RoBERTa Pos = 0.0166 (SHAP contribution: 0.3259);
Enhanced VADER Compound = 0.0516 (SHAP contribution: 0.1469);
Enhanced RoBERTa Neu = 0.3162 (SHAP contribution: 0.0961);
Enhanced VADER Neg = 0.127 (SHAP contribution: 0.0065)","Enhanced VADER Pos = 0.132 (SHAP contribution: -0.0708);
Enhanced SVM Pos = 0.4415 (SHAP contribution: -0.032);
Enhanced SVM Neg = 0.2269 (SHAP contribution: -0.0228);
Enhanced NB Neu = 0.4319 (SHAP contribution: -0.0141);
Enhanced VADER Neu = 0.741 (SHAP contribution: -0.01)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced RoBERTa Neu, Enhanced VADER Neg. The main opposing signal was Enhanced VADER Pos."
56,wrong,"I read this book many years ago when I was 13 or 14 so my memory is a little fuzzy on the details, but I remember it made a huge impression on me at the time. I saw the movie and that is what originally inspired me to read the book, but there is a lot more to the book than just the love story that was portrayed in the movie. There is a lot of political and social history presented in the novel, but not so much that it overwhelms the reader. The story and the history are balanced very well. The main character strives to do well and survive against the odds, which was inspirational despite the fact that so many unfortunate incidents happened to him.",neu,pos,0.683,Enhanced RoBERTa Neg,RoBERTa,"Enhanced RoBERTa Neg = 0.0069 (SHAP contribution: 0.8604);
Enhanced RoBERTa Pos = 0.8038 (SHAP contribution: 0.3746);
Enhanced VADER Compound = 0.9731 (SHAP contribution: 0.0577);
Enhanced RoBERTa Neu = 0.1893 (SHAP contribution: 0.0379);
Enhanced SVM Neu = 0.3697 (SHAP contribution: 0.0274)","Meta Contrast Count = 3.0 (SHAP contribution: -0.0632);
Enhanced SVM Pos = 0.3062 (SHAP contribution: -0.0547);
Enhanced SVM Neg = 0.324 (SHAP contribution: -0.0116);
Enhanced VADER Neg = 0.045 (SHAP contribution: -0.0044);
Meta Negator Count = 1.0 (SHAP contribution: -0.0004)","The meta XGBoost model predicted 'pos' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced RoBERTa Neu, Enhanced SVM Neu. The main opposing signal was Meta Contrast Count."
61,wrong,"I purchased this in 2013. It was easy to set up and has worked great since then. Only issue is when the display is out of it's dock it will sometimes lock up and require a restart to get the functions to work again. Also, none of the administrative functions work while it is in the dock, have to remove from dock to do anything. Now, here we are in the latter part of 2017 and I can no longer access the system on my iPhone because Uniden had not issued any upgrades that will allow their system to work with IOS 11. Trying to contact Uniden but like so many companies these days they hide their contact information so that you either spend way too much time to find it, or you never find it, which means they don't have to help many people, just sell a product and write it off.",pos,neg,0.6502,Enhanced RoBERTa Neg,RoBERTa,"Enhanced RoBERTa Neg = 0.6496 (SHAP contribution: 0.5012);
Enhanced RoBERTa Pos = 0.0354 (SHAP contribution: 0.1576);
Enhanced RoBERTa Neu = 0.315 (SHAP contribution: 0.0879);
Enhanced VADER Pos = 0.058 (SHAP contribution: 0.0859);
Enhanced VADER Neu = 0.9 (SHAP contribution: 0.0478)","Enhanced VADER Compound = 0.3946 (SHAP contribution: -0.0872);
Enhanced VADER Neg = 0.041 (SHAP contribution: -0.001);
Enhanced NB Pos = 0.1713 (SHAP contribution: -0.0002)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced RoBERTa Neu, Enhanced VADER Pos, Enhanced VADER Neu. The main opposing signal was Enhanced VADER Compound."
63,wrong,"I have two of these that I'll be returning. The menu functions require about an hour of training. Between the three buttons and power button, it's a puzzle trying to figure out which buttons do what, and how long you have to hold down which button for 1, 2 or 5 seconds to make something happen. Aside from that, I wouldn't have been rating this a bad product if it wasn't for what followed. I hooked one up for a day, and noticed that the time stamp seemed to fall back about 2 minutes every hour. GPS function is a non-existent joke. It simply doesn't work. It did manage to locate where I parked my car, and after that reported everywhere I went at the same location. The time stamp started to jam after 4 hours of use, and after another hour, the camera stopped recording all together losing the last hour of my drive. I'm not sure why it has any sort of built in power source, as it gets about 2 minutes on a full charge before shutting off. Again, I can deal with the power deficiency issue, and complicated menu, the lack of a working GPS, and even the time stamp, but when it just decided to stop recording I'm not seeing the point in having it. I also noticed after taking the time to read the reviews this is a cheap dysfunctional copy of a real product. 09/04/2014 Just an update. I mentioned I purchased two. For kicks and grins I tried the other one today and everything seems to work fine. It is still a little cheap, and difficult to move around the menus, but I admit the other one had to be really screwed up. The GPS on the new one works as well. I'd update the review to three stars from one. I'd give it four stars for overall value if the first one had worked.",neu,neg,0.6657,Enhanced RoBERTa Neg,RoBERTa,"Enhanced RoBERTa Neg = 0.6744 (SHAP contribution: 0.5063);
Enhanced RoBERTa Pos = 0.0218 (SHAP contribution: 0.3135);
Enhanced VADER Compound = -0.7806 (SHAP contribution: 0.1519);
Enhanced RoBERTa Neu = 0.3038 (SHAP contribution: 0.0975);
Enhanced VADER Pos = 0.044 (SHAP contribution: 0.0844)","Enhanced SVM Neu = 0.3781 (SHAP contribution: -0.0008);
Enhanced VADER Neg = 0.069 (SHAP contribution: -0.0007);
Enhanced NB Pos = 0.1837 (SHAP contribution: -0.0002)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced RoBERTa Neu, Enhanced VADER Pos. The main opposing signal was Enhanced SVM Neu."
64,wrong,"Great for DVD's, but bad for Wi-Fi",neg,neu,0.4883,Enhanced RoBERTa Neu,RoBERTa,"Enhanced RoBERTa Neu = 0.4311 (SHAP contribution: 0.1887);
Meta Contrast Count = 1.0 (SHAP contribution: 0.0933);
Enhanced NB Neu = 0.444 (SHAP contribution: 0.037);
Enhanced RoBERTa Neg = 0.4934 (SHAP contribution: 0.0137);
Enhanced NB Neg = 0.2142 (SHAP contribution: 0.0136)","Enhanced SVM Pos = 0.4906 (SHAP contribution: -0.0501);
Enhanced SVM Neu = 0.3139 (SHAP contribution: -0.0299);
Enhanced NB Pos = 0.3419 (SHAP contribution: -0.0138);
Enhanced VADER Neu = 0.407 (SHAP contribution: -0.0089);
Enhanced VADER Neg = 0.386 (SHAP contribution: -0.0071)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Contrast Count, Enhanced NB Neu, Enhanced RoBERTa Neg, Enhanced NB Neg. The main opposing signal was Enhanced SVM Pos."
65,wrong,Too small for my child's head,neu,neg,0.7819,Enhanced RoBERTa Neg,RoBERTa,"Enhanced RoBERTa Neg = 0.8162 (SHAP contribution: 0.5122);
Enhanced RoBERTa Pos = 0.013 (SHAP contribution: 0.3154);
Enhanced VADER Compound = 0.0 (SHAP contribution: 0.148);
Enhanced RoBERTa Neu = 0.1708 (SHAP contribution: 0.099);
Enhanced VADER Pos = 0.0 (SHAP contribution: 0.0827)","Enhanced NB Neu = 0.4641 (SHAP contribution: -0.033);
Enhanced VADER Neg = 0.0 (SHAP contribution: -0.0007);
Enhanced NB Pos = 0.3003 (SHAP contribution: -0.0002)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced RoBERTa Neu, Enhanced VADER Pos. The main opposing signal was Enhanced NB Neu."
69,wrong,This is a very good book with useful tips. I tried baking my pie on the floor of the oven like she suggests. The first time it turned out amazing. Every time since it has burned. Anyone have ideas why this happened? I have tried reducing the temperature and the crust comes out nice and golden but seems a little tougher to me.,pos,neu,0.4812,Enhanced RoBERTa Neu,RoBERTa,"Enhanced RoBERTa Neu = 0.372 (SHAP contribution: 0.2157);
Meta Contrast Count = 1.0 (SHAP contribution: 0.14);
Enhanced SVM Neu = 0.3887 (SHAP contribution: 0.0744);
Enhanced RoBERTa Neg = 0.0554 (SHAP contribution: 0.0293);
Enhanced NB Neu = 0.3301 (SHAP contribution: 0.0276)","Enhanced SVM Pos = 0.4274 (SHAP contribution: -0.0508);
Enhanced NB Pos = 0.459 (SHAP contribution: -0.022);
Enhanced VADER Neg = 0.0 (SHAP contribution: -0.0091);
Meta Neg Phrase Count = 0.0 (SHAP contribution: -0.0007);
Meta Has Neg Phrase = 0.0 (SHAP contribution: -0.0002)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Contrast Count, Enhanced SVM Neu, Enhanced RoBERTa Neg, Enhanced NB Neu. The main opposing signal was Enhanced SVM Pos."
70,wrong,"I took a trip to Thailand and was appalled at what I saw, from the filth and smut to the rampant corruption, prostitution, and hideous architecture. And through it all was the ever-present face of THE KING, hundreds of feet tall on skyscrapers, in subways, on office buildings, billboards...everywhere. Say anything critical of him and you're in big trouble.So my question going into this book was: How much is the King responsible for the Thailand that I experienced? For the innumerable narratives of abuse and extortion at the hands of government officials and one of the world's most deplorable legal systems?My answer after reading much of this book is that the King, even if not directly responsible for all that is foul in Thailand, is a huge power player in the utterly fragmented, rudderless, and byzantine world of this Southeast Asian power. His throne and the hold in which it has over his people, would seem anything but democratic -- as the king himself, in his own words, does not truly believe in the concept. I think we are seeing that play out to this day. Like all monarchs, the takeaway is that he is interested in retaining the power of the throne at all costs, and then implementing public works as a ""gift"" to his people. It's like entering the middle ages.Most fascinating and dizzying of all is that this is all perpetrated in the name of Buddhism, of creating a community of well being and dharma for an entire society. This is one of the most indicting statements I have ever heard against Buddhist precepts, and shows how that religion just like any other can be manipulated for the retention of power by a monarchy. It's actually quite a straightforward story that's played itself over time and again in human history, but the Buddhist and particularly the Hindu notions of royalty give this chapter in human domination a mephitic whiff all of its own. My hat's off to Handley for describing much of this insanely complex power brokering from its origins, but in its play-by=play analysis the book cannot help but be a dense, tiresome slog.But the question remains -- without the King, would Thailand look something more like Burma or Cambodia? A scary thought to be sure.",neu,neg,0.6674,Enhanced RoBERTa Neg,RoBERTa,"Enhanced RoBERTa Neg = 0.9035 (SHAP contribution: 0.5718);
Enhanced RoBERTa Pos = 0.0053 (SHAP contribution: 0.3505);
Enhanced RoBERTa Neu = 0.0912 (SHAP contribution: 0.089);
Meta Diminisher Count = 0.0 (SHAP contribution: 0.004);
Enhanced VADER Pos = 0.105 (SHAP contribution: 0.0024)","Enhanced VADER Compound = 0.9663 (SHAP contribution: -0.1523);
Enhanced SVM Pos = 0.422 (SHAP contribution: -0.0342);
Enhanced NB Neu = 0.4768 (SHAP contribution: -0.0294);
Enhanced SVM Neg = 0.1881 (SHAP contribution: -0.0223);
Enhanced VADER Neu = 0.843 (SHAP contribution: -0.0103)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced RoBERTa Neu, Meta Diminisher Count, Enhanced VADER Pos. The main opposing signal was Enhanced VADER Compound."
72,wrong,"Wanted to update my 4 year old Sony TX630 with SSD. I read here, read there, finally ordered this MTRON drive and then the next evening found an obscure link with a better photo and it clearly showed that ZIF wasn't compatible with the microATA50 Toshiba Drives used in Sonys. I didn't open the OEM box when it came. I wrote Jonny at Rocket Disk and he said they'll restock it for a modest fee so its on its way back. I am writing this as a precaution to buyers who are unsure - the error will cost ya. My Bad. BUT, today, I found conics.net has an SSD that WILL work, similar price range. Too bad they're not on AMAZON.",pos,neg,0.6631,Enhanced RoBERTa Neg,RoBERTa,"Enhanced RoBERTa Neg = 0.679 (SHAP contribution: 0.53);
Enhanced RoBERTa Pos = 0.0207 (SHAP contribution: 0.3215);
Enhanced VADER Compound = -0.862 (SHAP contribution: 0.1483);
Enhanced RoBERTa Neu = 0.3003 (SHAP contribution: 0.0961);
Enhanced VADER Pos = 0.031 (SHAP contribution: 0.0844)","Enhanced SVM Neg = 0.3241 (SHAP contribution: -0.0228);
Enhanced VADER Neu = 0.85 (SHAP contribution: -0.01);
Enhanced NB Pos = 0.276 (SHAP contribution: -0.0002)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced RoBERTa Neu, Enhanced VADER Pos. The main opposing signal was Enhanced SVM Neg."
73,wrong,The chest area of the dress was quite large. I decided to size up like I usually do with online purchases and it fit perfectly at my waist but the chest area was much to large even with the adjustable straps. I am a 34 DD and had this problem. It also has a very low back which is hard to wear a bra with!!!,pos,neu,0.4994,Enhanced RoBERTa Neu,RoBERTa,"Enhanced RoBERTa Neu = 0.4412 (SHAP contribution: 0.2109);
Meta Contrast Count = 1.0 (SHAP contribution: 0.0915);
Enhanced NB Neu = 0.4828 (SHAP contribution: 0.0456);
Enhanced NB Pos = 0.2324 (SHAP contribution: 0.0331);
Meta Has Contrast = 1.0 (SHAP contribution: 0.017)","Enhanced SVM Neu = 0.2957 (SHAP contribution: -0.1227);
Enhanced VADER Compound = -0.4316 (SHAP contribution: -0.0109);
Enhanced RoBERTa Pos = 0.0499 (SHAP contribution: -0.0061);
Enhanced SVM Neg = 0.4397 (SHAP contribution: -0.001);
Meta Neg Phrase Count = 0.0 (SHAP contribution: -0.0007)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Contrast Count, Enhanced NB Neu, Enhanced NB Pos, Meta Has Contrast. The main opposing signal was Enhanced SVM Neu."
75,wrong,"SPOILER ALERT, SPOILER ALERT!Annakin Skywalker becomes Darth Vadar! oh yeah, everyone already knew that.my only disappointment with this book; no scenes on the wookie homeworld. it's my understanding it is shown and featured in the movie, yet nothing in these pages other than ""yep, Yoda went there and escaped thanks to Bail Organa.""still, this is a fine read.",pos,neu,0.5455,Enhanced RoBERTa Neu,RoBERTa,"Enhanced RoBERTa Neu = 0.4248 (SHAP contribution: 0.2102);
Meta Contrast Count = 1.0 (SHAP contribution: 0.0944);
Enhanced VADER Neg = 0.082 (SHAP contribution: 0.0319);
Enhanced VADER Compound = 0.6016 (SHAP contribution: 0.0173);
Enhanced NB Neg = 0.274 (SHAP contribution: 0.0148)","Enhanced SVM Neu = 0.2186 (SHAP contribution: -0.1437);
Enhanced NB Neu = 0.3177 (SHAP contribution: -0.0169);
Enhanced NB Pos = 0.4083 (SHAP contribution: -0.009);
Enhanced RoBERTa Pos = 0.0758 (SHAP contribution: -0.0045);
Meta Neg Phrase Count = 0.0 (SHAP contribution: -0.0007)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Contrast Count, Enhanced VADER Neg, Enhanced VADER Compound, Enhanced NB Neg. The main opposing signal was Enhanced SVM Neu."
76,wrong,"He says something as if it is in ""quotation marks,"" in EVERY sentence. Who talks like that? Gets to be distracting.Also, he references ""study after study"" frequently, but I would love to hear him cite a study.My main gripe with him is his speaking habit of quoting one-third to one-half of each sentence. You'll know what I mean when you listen to him speak about ANYTHING. No other speaker does this.",neg,neu,0.5004,Enhanced RoBERTa Neu,RoBERTa,"Enhanced RoBERTa Neu = 0.3217 (SHAP contribution: 0.187);
Meta Contrast Count = 1.0 (SHAP contribution: 0.1375);
Enhanced SVM Neu = 0.5743 (SHAP contribution: 0.0746);
Enhanced NB Neu = 0.5576 (SHAP contribution: 0.0414);
Enhanced NB Pos = 0.2587 (SHAP contribution: 0.0399)","Enhanced VADER Neg = 0.037 (SHAP contribution: -0.012);
Enhanced RoBERTa Pos = 0.0385 (SHAP contribution: -0.0063);
Enhanced RoBERTa Neg = 0.6398 (SHAP contribution: -0.0053);
Meta Neg Phrase Count = 0.0 (SHAP contribution: -0.0007);
Meta Has Neg Phrase = 0.0 (SHAP contribution: -0.0002)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Contrast Count, Enhanced SVM Neu, Enhanced NB Neu, Enhanced NB Pos. The main opposing signal was Enhanced VADER Neg."
85,wrong,It's comfy but the shirt keeps coming up,pos,neu,0.4901,Enhanced RoBERTa Neu,RoBERTa,"Enhanced RoBERTa Neu = 0.6153 (SHAP contribution: 0.2019);
Meta Contrast Count = 1.0 (SHAP contribution: 0.1356);
Enhanced NB Neu = 0.63 (SHAP contribution: 0.045);
Enhanced RoBERTa Neg = 0.2265 (SHAP contribution: 0.0236);
Enhanced NB Pos = 0.1707 (SHAP contribution: 0.0222)","Enhanced VADER Neu = 1.0 (SHAP contribution: -0.0348);
Enhanced SVM Neu = 0.3305 (SHAP contribution: -0.0337);
Enhanced VADER Neg = 0.0 (SHAP contribution: -0.009);
Enhanced VADER Pos = 0.0 (SHAP contribution: -0.0067);
Enhanced VADER Compound = 0.0 (SHAP contribution: -0.0022)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Contrast Count, Enhanced NB Neu, Enhanced RoBERTa Neg, Enhanced NB Pos. The main opposing signal was Enhanced VADER Neu."
