row_index,prediction_result,review_text,true_sentiment,predicted_sentiment,prediction_confidence,strongest_feature_group,top_supporting_features,top_opposing_features,explanation
18,correct,Believe,pos,pos,0.4585,RoBERTa,"Enhanced RoBERTa Neg = 0.0326 (contribution: 0.3428);
Enhanced RoBERTa Pos = 0.6031 (contribution: 0.2762);
Meta Has Contrast = 0.0 (contribution: 0.0671);
Enhanced VADER Neg = 0.0 (contribution: 0.0659);
Enhanced SVM Neu = 0.2826 (contribution: 0.0525)","Enhanced VADER Pos = 0.0 (contribution: -0.1013);
Enhanced VADER Compound = 0.0 (contribution: -0.0431);
Enhanced VADER Neu = 1.0 (contribution: -0.0363);
Meta Intensifier Count = 0.0 (contribution: -0.033);
Enhanced NB Neg = 0.3915 (contribution: -0.0255)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Meta Has Contrast, Enhanced VADER Neg, Enhanced SVM Neu. The main opposing signal was Enhanced VADER Pos."
19,correct,"Ladies with smaller sized chest would be fine with this product- Ladies with larger (D+), don't bother! The ears don't stick enough to keep the girls lifted and give you a weird shape when they do stick for a couple minutes.",neg,neg,0.4376,Naive Bayes,"Enhanced RoBERTa Pos = 0.0865 (contribution: 0.2317);
Enhanced NB Neg = 0.5309 (contribution: 0.0901);
Enhanced VADER Pos = 0.099 (contribution: 0.0341);
Enhanced NB Pos = 0.238 (contribution: 0.0335);
Meta Has Contrast = 0.0 (contribution: 0.031)","Enhanced RoBERTa Neu = 0.5467 (contribution: -0.11);
Meta Has Negator = 1.0 (contribution: -0.0526);
Enhanced SVM Pos = 0.42 (contribution: -0.0262);
Enhanced VADER Compound = 0.3459 (contribution: -0.0181);
Enhanced VADER Neg = 0.041 (contribution: -0.0156)","The meta model predicted 'neg' mainly because the strongest supporting signals came from Naive Bayes. The top supporting features were Enhanced RoBERTa Pos, Enhanced NB Neg, Enhanced VADER Pos, Enhanced NB Pos, Meta Has Contrast. The main opposing signal was Enhanced RoBERTa Neu."
21,correct,fake and gay,neg,neg,0.7262,RoBERTa,"Enhanced RoBERTa Neg = 0.7901 (contribution: 0.4919);
Enhanced RoBERTa Pos = 0.0278 (contribution: 0.2848);
Enhanced VADER Neg = 0.608 (contribution: 0.2252);
Enhanced VADER Compound = -0.4767 (contribution: 0.2086);
Enhanced VADER Pos = 0.0 (contribution: 0.0819)","Enhanced VADER Neu = 0.392 (contribution: -0.0868);
Meta Negator Count = 0.0 (contribution: -0.0438);
Enhanced SVM Pos = 0.4226 (contribution: -0.0268);
Enhanced SVM Neg = 0.2753 (contribution: -0.0194);
Meta Intensifier Count = 0.0 (contribution: -0.0116)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Neg, Enhanced VADER Compound, Enhanced VADER Pos. The main opposing signal was Enhanced VADER Neu."
22,correct,".this book is NOT a dictionary of music notation>a dictionary would EXPLAIN all the notations used.this is a TYPESETTING GUIDE to writing down notation.it assumes you know the meaning of the notation already..it uses a number of terms that it does not explainsome of them are partially explained elsewhere if you know what entry to look under.but many of them you have to infer.wtf. this is supposed to explain all the terms not use the socratic method so i can perhaps infer the meanings..if you are going to hand write scores this book is of little use.if you are going to use software to print a score it is totally superfluous..incomplete!i was looking for a book to DEFINE the meaning of notations that i find in scores.it did NOT tell me what i needed to know..save your money. do not buy this tiny little 4 1/4 x 5 1/2 x 6/8' tome.there has to be better books about music notation that actually explain things..save your money. if you are printing scores you don't need it.finale or sibelius or most any scorewriter will automate it for you..a number of the explanations, such as they are, are incomprehensible.this book is too small, too short, too condensed, to tell me anything useful that i need to know..in short: useless waste of money -- do not buy this book..",neg,neg,0.4764,RoBERTa,"Enhanced RoBERTa Neg = 0.6638 (contribution: 0.3506);
Enhanced RoBERTa Pos = 0.0269 (contribution: 0.2856);
Meta Negator Count = 7.0 (contribution: 0.1895);
Enhanced NB Neg = 0.6425 (contribution: 0.1429);
Meta Neg Phrase Count = 1.0 (contribution: 0.087)","Meta Has Diminisher = 1.0 (contribution: -0.2979);
Meta Diminisher Count = 1.0 (contribution: -0.1829);
Meta Has Negator = 1.0 (contribution: -0.0526);
Enhanced VADER Compound = 0.4389 (contribution: -0.0438);
Meta Has Contrast = 1.0 (contribution: -0.0369)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Meta Negator Count, Enhanced NB Neg, Meta Neg Phrase Count. The main opposing signal was Meta Has Diminisher."
23,correct,the cam too big,neg,neg,0.4681,VADER,"Enhanced RoBERTa Pos = 0.0861 (contribution: 0.232);
Enhanced VADER Pos = 0.0 (contribution: 0.0819);
Enhanced VADER Compound = 0.0 (contribution: 0.0772);
Meta Has Negator = 0.0 (contribution: 0.0679);
Enhanced VADER Neu = 1.0 (contribution: 0.0596)","Enhanced RoBERTa Neu = 0.5482 (contribution: -0.1107);
Meta Negator Count = 0.0 (contribution: -0.0438);
Enhanced VADER Neg = 0.0 (contribution: -0.033);
Enhanced SVM Pos = 0.366 (contribution: -0.0133);
Meta Intensifier Count = 0.0 (contribution: -0.0116)","The meta model predicted 'neg' mainly because the strongest supporting signals came from VADER. The top supporting features were Enhanced RoBERTa Pos, Enhanced VADER Pos, Enhanced VADER Compound, Meta Has Negator, Enhanced VADER Neu. The main opposing signal was Enhanced RoBERTa Neu."
24,correct,"The Cay by: Theodore TaylorThe main characters of the book are Timothy and Phillip. Timothy is a large black man that takes care of Phillip on the island. He is caring and hard working. He dies during a hurricane trying to protect Phillip. Phillip is a young boy who gets stranded on the island with Timothy. At first Phillip doesn't appreciate Timothy because he's black but soon he and Timothy become great friends.The plot of the story is about a young boy and an elderly man who get shipwrecked on an island. The young boy becomes blind shortly after the shipwreck. The young boy has to learn to become friends with the elderly black man. They end up becoming great friends learning new ways of surviving on the island.The setting of The Cay is on an island in the Caribbean during the time of World War II.The theme of the book is racism, life, faith, and survival.I liked The Cay because it teaches you that you can't judge someone by the color of their skin. Also it teaches you that it's okay to have disabilities because it doesn't stop people from doing things to be independent.",neu,neu,0.6156,RoBERTa,"Enhanced RoBERTa Neu = 0.6429 (contribution: 0.2338);
Meta Has Contrast = 1.0 (contribution: 0.1167);
Enhanced VADER Compound = 0.9723 (contribution: 0.0843);
Enhanced NB Neu = 0.6124 (contribution: 0.0689);
Meta Has Negator = 1.0 (contribution: 0.0502)","Meta Negator Count = 3.0 (contribution: -0.046);
Meta Has Intensifier = 0.0 (contribution: -0.0317);
Enhanced SVM Neu = 0.314 (contribution: -0.0312);
Enhanced SVM Pos = 0.3862 (contribution: -0.0183);
Meta Has Neg Phrase = 0.0 (contribution: -0.0124)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Has Contrast, Enhanced VADER Compound, Enhanced NB Neu, Meta Has Negator. The main opposing signal was Meta Negator Count."
25,correct,"It was easy to put in my wife's new Alcatel phone, and it does its job.",pos,pos,0.7639,RoBERTa,"Enhanced RoBERTa Pos = 0.9072 (contribution: 0.599);
Enhanced RoBERTa Neg = 0.0053 (contribution: 0.3722);
Enhanced NB Pos = 0.4596 (contribution: 0.1135);
Enhanced SVM Pos = 0.4645 (contribution: 0.0739);
Enhanced NB Neg = 0.1996 (contribution: 0.0708)","Meta Intensifier Count = 0.0 (contribution: -0.033);
Meta Pos Phrase Count = 0.0 (contribution: -0.0152);
Enhanced VADER Neu = 0.838 (contribution: -0.0125);
Meta Has Pos Phrase = 0.0 (contribution: -0.0111);
Meta Has Diminisher = 0.0 (contribution: -0.0106)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced NB Pos, Enhanced SVM Pos, Enhanced NB Neg. The main opposing signal was Meta Intensifier Count."
26,correct,"Thriller, edited by the ubiquitous James Patterson, is the first publication of the recently formed International Thriller Writers Inc. To publicise (and help fund) the ITW, Patterson has compiled a collection of thirty stories donated by well-known thriller writers, all using ""a familiar character or plotline"" from their novels.Unsurprisingly, the result is something of a mixed bag. Not all novelists are masters of the short story form, and many of these writers seem uncomfortable within its confines. Some of the stories skimp on characterization, and some on plot; some work well as stand-alones, but others rely too much on the readers' knowledge of characters and organizations from the writers' novels. That said, there are some gems inside.Patterson leads with one of the strongest stories: 'James Penney's New Identity', by Lee Child. Penney, a Vietnam vet, suffers from post-traumatic syndrome, and has been retrenched after seventeen years in the same job because of a poor attendance record. Going slightly crazy, he sets fire to his house before fleeing in his prized Firebird, but the fire spreads. Soon he's wanted for arson - and then, he encounters military cop Jack Reacher. It's a neat little tale, and all you need to know about Reacher for it to work is his idea of honour.J. A. Konrath's 'Epitaph' is less surprising, but it's a well-written and punchy story involving Phin Trout, one of the colourful sidekicks of Whiskey Sour's heroine ""Jack"" Daniels. In James Rollins's amusing and fast-paced 'Kowalski's in Love', Sigma Force's heroic but less-than-brilliant Joe Kowalski has to fight his way past booby traps and rabid baboons to loot a mad scientist's island laboratory before the Brazilian government fire-bombs the place. In F. Paul Wilson's 'Interlude at Duane's', unarmed career criminal Repairman Jack has to hunt for improvised weapons in a drug-store held up by a heavily armed team of enthusiastic amateurs; the action is frantic, and the results gruesome, but the tone is light-heartedly anarchic.More serious is James Siegel's 'Empathy', a grim and claustrophobic stand-alone about a masseuse who suspects that a client is a paedophile, but lacks proof. David Morrell's 'The Abelard Sanction' features a tense armed stand-off between enemy spies in a sanctuary; it starts with several pages of background, but Morrell manages to make this as interesting as his conflicted characters. Dennis Lynds's 'Success of a Mission' and Grant Blackwood's 'Sacrifical Lion' are well-constructed accounts of dangerous undercover missions - one in the Middle East, the other in Stalin's Russia.Two of the stories make use of the September 11 attacks and their aftermath. David Dun's 'Spirit Walker' pits Tilok tracker Kier Wintripp against the Anthrax letter bomber, and in Steve Berry's 'The Devils' Due' - one of the gems in the collection - Osama Bin Laden arranges a meeting with Cotton Malone and offers to surrender.For fans of historical conspiracies, there is Katherine Neville's 'The Tuesday Club', in which Benjamin Franklin and Thomas Jefferson look for secret messages in 'Frere Jacques'. David Liss pits 18th century thief-taker Benjamin Weaver against a cunning highwayman, and Ted Bell spins a yarn of Napoleonic-era sailors and pirates in 'The Powder Monkey'.Christopher Reich's 'Assassins' and Robert Liparulo's 'Kill Zone' are little more than character studies, but Liparullo does a particularly good job of showing us the viewpoint of police sniper Byron Stone.Alex Kava's 'Goodnight, Sweet Mother' and John Lescroart and M. J. Rose's 'The Portal' are both enjoyably twisted, but Heather Graham's 'The Face in the Window' is rather predictable. Michael and Daniel Palmer's 'Disfigured' is an intriguing tale of a deranged kidnap plot, but needed to be at least twice as long.James Grippando's 'Operation Northwoods' feels more like a teaser for his next novel - as do Gayle Lynds's 'The Hunt for Dmitri', Brad Thor's 'The Athens Solution', and Douglas Preston and Lincoln Child's 'Gone Fishing', despite their promising beginnings.Chris Mooney's 'Falling', Denise Hamilton's 'At The Drop of A Hat', Christopher Rice's 'Man Catch', and M. Diane Vogt's 'Surviving Toronto' all feel more like compressed novels, with too many scenes and characters reduced to ciphers and most of the tension left out. Raelynn Hillhouse handles the short story length better in 'Diplomatic Constraints', an exciting prologue to 'Outsourced', but I still felt I was missing something.This book is rather like a smorgasbord for thriller readers. Even if you don't like everything on offer, chances are you'll find something you'll want to try again.",neu,neu,0.8818,Polarity Shift Features,"Meta Contrast Count = 11.0 (contribution: 0.6696);
Enhanced RoBERTa Neu = 0.6839 (contribution: 0.2623);
Meta Has Diminisher = 1.0 (contribution: 0.1499);
Meta Has Contrast = 1.0 (contribution: 0.1167);
Meta Diminisher Count = 1.0 (contribution: 0.0776)","Meta Has Intensifier = 0.0 (contribution: -0.0317);
Enhanced SVM Pos = 0.4118 (contribution: -0.0244);
Meta Negator Count = 2.0 (contribution: -0.0187);
Meta Has Neg Phrase = 0.0 (contribution: -0.0124);
Meta Has Pos Phrase = 0.0 (contribution: -0.0077)","The meta model predicted 'neu' mainly because the strongest supporting signals came from Polarity Shift Features. The top supporting features were Meta Contrast Count, Enhanced RoBERTa Neu, Meta Has Diminisher, Meta Has Contrast, Meta Diminisher Count. The main opposing signal was Meta Has Intensifier."
27,correct,"I just got mine now, and its an awesome cross! Great detail of the Holy Trinity. Love it!",pos,pos,0.8461,RoBERTa,"Enhanced RoBERTa Pos = 0.976 (contribution: 0.672);
Enhanced RoBERTa Neg = 0.003 (contribution: 0.3747);
Enhanced NB Pos = 0.5564 (contribution: 0.1862);
Enhanced VADER Pos = 0.481 (contribution: 0.1858);
Enhanced VADER Compound = 0.9323 (contribution: 0.1004)","Meta Intensifier Count = 0.0 (contribution: -0.033);
Meta Pos Phrase Count = 0.0 (contribution: -0.0152);
Meta Has Pos Phrase = 0.0 (contribution: -0.0111);
Meta Has Diminisher = 0.0 (contribution: -0.0106);
Meta Diminisher Count = 0.0 (contribution: -0.0092)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced NB Pos, Enhanced VADER Pos, Enhanced VADER Compound. The main opposing signal was Meta Intensifier Count."
31,correct,"I liked the monitor colors, size, clarity, but I have an HP computer (good processor, three years old) and it will not download the driver software. I find the buttons ( not very deep) in the back to be uncmfortable to work from the front.. I'm reasonably computer savvy and have not had this problem before. So I called AOC twice but neither technician could figure out a way to resolve the problem, using the disc or with a separate emailed download. They said this happens sometimes.",neg,neg,0.5458,RoBERTa,"Enhanced RoBERTa Neg = 0.6637 (contribution: 0.3505);
Enhanced RoBERTa Pos = 0.029 (contribution: 0.2837);
Enhanced VADER Compound = -0.4981 (contribution: 0.2145);
Meta Negator Count = 3.0 (contribution: 0.0562);
Enhanced VADER Pos = 0.079 (contribution: 0.0438)","Enhanced NB Neg = 0.2123 (contribution: -0.0609);
Meta Has Negator = 1.0 (contribution: -0.0526);
Meta Has Contrast = 1.0 (contribution: -0.0369);
Meta Contrast Count = 2.0 (contribution: -0.0327);
Enhanced NB Neu = 0.4861 (contribution: -0.0203)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Meta Negator Count, Enhanced VADER Pos. The main opposing signal was Enhanced NB Neg."
32,correct,"I am going to be honest and I am telling you that for premade and moldable fronts or grillz they are pretty damn nice and comfortable! I have purchased two different sets of them and I like both sets and I wear them often! I am basically saying that I am far from a goofy type guy that is clueless about looking good or people telling you that you look good but you actually look dumb as hell and they're not trying to hurt your feelings, LoL!",neu,neu,0.568,Polarity Shift Features,"Meta Has Contrast = 1.0 (contribution: 0.1167);
Enhanced RoBERTa Neu = 0.4508 (contribution: 0.1002);
Enhanced SVM Neu = 0.4337 (contribution: 0.0679);
Meta Has Negator = 1.0 (contribution: 0.0502);
Meta Intensifier Count = 0.0 (contribution: 0.0446)","Meta Has Intensifier = 0.0 (contribution: -0.0317);
Enhanced SVM Pos = 0.402 (contribution: -0.0221);
Enhanced NB Pos = 0.37 (contribution: -0.0169);
Enhanced NB Neu = 0.2982 (contribution: -0.0139);
Meta Has Neg Phrase = 0.0 (contribution: -0.0124)","The meta model predicted 'neu' mainly because the strongest supporting signals came from Polarity Shift Features. The top supporting features were Meta Has Contrast, Enhanced RoBERTa Neu, Enhanced SVM Neu, Meta Has Negator, Meta Intensifier Count. The main opposing signal was Meta Has Intensifier."
33,correct,"This is the book that was used for MATH 0150 at Kean University, Union, NJ, USA.",neu,neu,0.4458,RoBERTa,"Enhanced RoBERTa Neu = 0.8853 (contribution: 0.4024);
Meta Intensifier Count = 0.0 (contribution: 0.0446);
Enhanced RoBERTa Pos = 0.082 (contribution: 0.041);
Meta Negator Count = 0.0 (contribution: 0.0358);
Enhanced VADER Pos = 0.0 (contribution: 0.0194)","Meta Has Contrast = 0.0 (contribution: -0.098);
Meta Has Negator = 0.0 (contribution: -0.0648);
Meta Contrast Count = 0.0 (contribution: -0.0503);
Enhanced SVM Neu = 0.2968 (contribution: -0.0454);
Enhanced NB Pos = 0.4694 (contribution: -0.044)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Intensifier Count, Enhanced RoBERTa Pos, Meta Negator Count, Enhanced VADER Pos. The main opposing signal was Meta Has Contrast."
35,correct,You'd have to be nuts to trust your data to this device,neg,neg,0.6022,RoBERTa,"Enhanced RoBERTa Neg = 0.7267 (contribution: 0.421);
Enhanced RoBERTa Pos = 0.0224 (contribution: 0.2897);
Meta Has Negator = 0.0 (contribution: 0.0679);
Meta Has Contrast = 0.0 (contribution: 0.031);
Enhanced VADER Neg = 0.147 (contribution: 0.0294)","Meta Negator Count = 0.0 (contribution: -0.0438);
Enhanced VADER Neu = 0.641 (contribution: -0.0269);
Enhanced VADER Pos = 0.212 (contribution: -0.0204);
Meta Intensifier Count = 0.0 (contribution: -0.0116);
Meta Neg Phrase Count = 0.0 (contribution: -0.0115)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Meta Has Negator, Meta Has Contrast, Enhanced VADER Neg. The main opposing signal was Meta Negator Count."
