row_index,prediction_result,review_text,true_sentiment,predicted_sentiment,prediction_confidence,strongest_feature_group,top_supporting_features,top_opposing_features,explanation
29,wrong,Built great.,neu,pos,0.8115,RoBERTa,"Enhanced RoBERTa Pos = 0.7823 (contribution: 0.7441);
Enhanced RoBERTa Neg = 0.032 (contribution: 0.5994);
Enhanced VADER Pos = 0.804 (contribution: 0.3266);
Enhanced NB Pos = 0.4162 (contribution: 0.0908);
Enhanced SVM Pos = 0.4904 (contribution: 0.0804)","Enhanced SVM Neg = 0.174 (contribution: -0.0576);
Enhanced RoBERTa Neu = 0.1858 (contribution: -0.0188);
Enhanced NB Neu = 0.3307 (contribution: -0.003)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced VADER Pos, Enhanced NB Pos, Enhanced SVM Pos. The main opposing signal was Enhanced SVM Neg."
30,wrong,These are okay. They are pretty but they are also kinda cheap. But hey look at the price. They do look very nice and are comfortable to wear.,neu,pos,0.5727,RoBERTa,"Enhanced RoBERTa Pos = 0.8516 (contribution: 0.8615);
Enhanced RoBERTa Neg = 0.0111 (contribution: 0.6387);
Enhanced NB Neg = 0.1983 (contribution: 0.1077);
Enhanced VADER Pos = 0.336 (contribution: 0.0856);
Enhanced VADER Neg = 0.0 (contribution: 0.0703)","Enhanced SVM Neu = 0.5454 (contribution: -0.2928);
Enhanced NB Pos = 0.2474 (contribution: -0.0512);
Enhanced SVM Pos = 0.2125 (contribution: -0.0436);
Enhanced SVM Neg = 0.2421 (contribution: -0.0337);
Enhanced RoBERTa Neu = 0.1373 (contribution: -0.0264)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced NB Neg, Enhanced VADER Pos, Enhanced VADER Neg. The main opposing signal was Enhanced SVM Neu."
34,wrong,Just what the travel doctor ordered!,pos,neu,0.4382,RoBERTa,"Enhanced RoBERTa Neu = 0.5666 (contribution: 0.1359);
Enhanced VADER Pos = 0.0 (contribution: 0.0654);
Enhanced RoBERTa Pos = 0.2313 (contribution: 0.0255);
Enhanced SVM Neg = 0.3008 (contribution: 0.0187)","Enhanced SVM Neu = 0.2875 (contribution: -0.0977);
Enhanced VADER Compound = 0.0 (contribution: -0.0817);
Enhanced VADER Neg = 0.0 (contribution: -0.0738);
Enhanced SVM Pos = 0.4118 (contribution: -0.0325);
Enhanced VADER Neu = 1.0 (contribution: -0.0233)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Enhanced VADER Pos, Enhanced RoBERTa Pos, Enhanced SVM Neg. The main opposing signal was Enhanced SVM Neu."
36,wrong,"The Road to Gandolfo is a spoof, or satire, or meant to be generally amusing, or some combination of those three.A guy that is kicked out of the army for becoming a political embarrassment, decides to do something even more politically embarrassing. He kidnaps the Pope.The Pope doesn't mind that much, he gets to kick back, shoot the breeze, sink a few cold ones, have a few barbies, and generally be not stressed.The problem will be getting all the Catholics to pay the ransom that they want for him, as he is taxing them all.",pos,neg,0.6272,RoBERTa,"Enhanced RoBERTa Pos = 0.0343 (contribution: 0.4518);
Enhanced RoBERTa Neg = 0.5611 (contribution: 0.3778);
Enhanced VADER Compound = -0.53 (contribution: 0.2821);
Enhanced NB Neg = 0.4005 (contribution: 0.0257);
Enhanced NB Pos = 0.2079 (contribution: 0.0215)","Enhanced RoBERTa Neu = 0.4046 (contribution: -0.0664);
Enhanced NB Neu = 0.3916 (contribution: -0.0154);
Enhanced VADER Neg = 0.096 (contribution: -0.0008);
Enhanced SVM Neu = 0.3714 (contribution: -0.0002)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced VADER Compound, Enhanced NB Neg, Enhanced NB Pos. The main opposing signal was Enhanced RoBERTa Neu."
37,wrong,"They are great, the only reason why I didnt keep them is that I looked bad in these. My body isnt for it, but otherwise if you know you look good in these type of pants- that would be a good buy. Quality is pretty nice.I wished I looked better, but well, life ;)",pos,neu,0.6183,SVM,"Enhanced VADER Compound = 0.9688 (contribution: 0.2008);
Enhanced SVM Neu = 0.4689 (contribution: 0.1785);
Enhanced RoBERTa Neu = 0.4144 (contribution: 0.0563);
Enhanced NB Pos = 0.2207 (contribution: 0.0549);
Enhanced NB Neg = 0.4923 (contribution: 0.0494)","Enhanced VADER Pos = 0.346 (contribution: -0.068);
Enhanced VADER Neg = 0.033 (contribution: -0.0425);
Enhanced RoBERTa Pos = 0.4444 (contribution: -0.0232);
Enhanced RoBERTa Neg = 0.1413 (contribution: -0.0187);
Enhanced NB Neu = 0.2869 (contribution: -0.0147)","The meta model predicted 'neu' mainly because the strongest supporting signals came from SVM. The top supporting features were Enhanced VADER Compound, Enhanced SVM Neu, Enhanced RoBERTa Neu, Enhanced NB Pos, Enhanced NB Neg. The main opposing signal was Enhanced VADER Pos."
38,wrong,Awesome... for 2 weeks junk!,neg,pos,0.494,RoBERTa,"Enhanced RoBERTa Pos = 0.6896 (contribution: 0.5872);
Enhanced RoBERTa Neg = 0.0732 (contribution: 0.5217);
Enhanced VADER Neg = 0.0 (contribution: 0.0703);
Enhanced SVM Neg = 0.4726 (contribution: 0.0471);
Enhanced SVM Neu = 0.3413 (contribution: 0.0157)","Enhanced NB Neg = 0.4895 (contribution: -0.1124);
Enhanced VADER Pos = 0.0 (contribution: -0.0874);
Enhanced NB Pos = 0.2322 (contribution: -0.064);
Enhanced SVM Pos = 0.1861 (contribution: -0.0553);
Enhanced VADER Compound = 0.0 (contribution: -0.0158)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced VADER Neg, Enhanced SVM Neg, Enhanced SVM Neu. The main opposing signal was Enhanced NB Neg."
42,wrong,"the channel memory is funky if its turned up to loud it cuts out the remote is too small and hard to read, understand and hold",neu,neg,0.7546,RoBERTa,"Enhanced RoBERTa Neg = 0.8691 (contribution: 0.9298);
Enhanced RoBERTa Pos = 0.0076 (contribution: 0.4909);
Enhanced VADER Compound = -0.4588 (contribution: 0.2573);
Enhanced RoBERTa Neu = 0.1233 (contribution: 0.1245);
Enhanced SVM Pos = 0.1054 (contribution: 0.0259)","Enhanced NB Neu = 0.4722 (contribution: -0.0461);
Enhanced NB Neg = 0.284 (contribution: -0.0244);
Enhanced VADER Neg = 0.179 (contribution: -0.0046);
Enhanced SVM Neu = 0.4585 (contribution: -0.0012)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced RoBERTa Neu, Enhanced SVM Pos. The main opposing signal was Enhanced NB Neu."
43,wrong,"Wedding planner Carnegie Kincaid is going through a rough patch professionally and personally. Her Seattle based businesses ""Made in Heaven Wedding Design"" is not making much money and her relationship with her commitment phobic significant other Aaron Gold is strained. She decides to attend the wedding of her college friend Tracy West because of the business contacts she will make there as Tracy is a big Hollywood star and her parents know all the movers and shakes.When Carnegie learns her cousin died, she decides that the wedding is the perfect place to get some answers regarding his death. Although Carnegie wasn't close to her cousin Brian Theale, she wants to know if his death was an accident or murder. A professional who examined the body thinks he was murdered but the sheriff and the task force classified it an accident. Brian's fellow smoke jumpers who were with him shortly after he died will be at the wedding so Carnegie will have an easy time questioning the suspects. To her delight, Aaron comes up for the wedding and since he is a journalist with skills that are needed to question suspects, they team up to find out the truth behind Brian's death.The heroine becomes the de facto wedding planner for the West wedding which gives her easy access to the suspects and her determination to find out if the cousin she didn't like was murdered is laudable. Doing her job while trying to scope out a murderer leads to some very funny situations and the comic relief is needed because the tension throughout the storyline is as tight as a high wire. Deborah Donnelly is a very creative writer whose mystery series is refreshingly innovative and totally exciting.Harriet Klausner",pos,neu,0.4325,RoBERTa,"Enhanced RoBERTa Neu = 0.6682 (contribution: 0.1891);
Enhanced SVM Neu = 0.4461 (contribution: 0.1438);
Enhanced VADER Neg = 0.181 (contribution: 0.098);
Enhanced SVM Neg = 0.2143 (contribution: 0.0619);
Enhanced RoBERTa Pos = 0.1546 (contribution: 0.0431)","Enhanced VADER Compound = -0.9583 (contribution: -0.3612);
Enhanced NB Pos = 0.6211 (contribution: -0.1964);
Enhanced NB Neg = 0.1585 (contribution: -0.0594);
Enhanced NB Neu = 0.2204 (contribution: -0.03);
Enhanced RoBERTa Neg = 0.1772 (contribution: -0.0155)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Enhanced SVM Neu, Enhanced VADER Neg, Enhanced SVM Neg, Enhanced RoBERTa Pos. The main opposing signal was Enhanced VADER Compound."
49,wrong,"This detector provides barely enough warning distance for my area. I live in a more-or-less heavily forested area of the country (Southern New Hampshire). Our roads are often twisty and hilly, with lots of vegetation to soak up radar waves. I still get by with this detector, but I have to be responsive to alerts as soon as they happen, or pay the consequences. With any radar detector that alerts on X-band, you need to be able to ignore spurious signals issued by automatic doors (WalMart, Target, etc.) and the collision detection sensors used on the more and more well-equipped cars today. I only use mine for X and Xa band detection, since those are typically most used here. LADAR? Forget about it!",neu,neg,0.3921,VADER,"Enhanced VADER Compound = -0.7937 (contribution: 0.3739);
Enhanced RoBERTa Pos = 0.1169 (contribution: 0.3309);
Enhanced NB Neu = 0.2139 (contribution: 0.0521);
Enhanced VADER Pos = 0.026 (contribution: 0.0186);
Enhanced VADER Neu = 0.877 (contribution: 0.0181)","Enhanced RoBERTa Neu = 0.633 (contribution: -0.2214);
Enhanced RoBERTa Neg = 0.2502 (contribution: -0.1797);
Enhanced NB Neg = 0.1593 (contribution: -0.078);
Enhanced NB Pos = 0.6268 (contribution: -0.0681);
Enhanced SVM Pos = 0.4948 (contribution: -0.0234)","The meta model predicted 'neg' mainly because the strongest supporting signals came from VADER. The top supporting features were Enhanced VADER Compound, Enhanced RoBERTa Pos, Enhanced NB Neu, Enhanced VADER Pos, Enhanced VADER Neu. The main opposing signal was Enhanced RoBERTa Neu."
51,wrong,"I got this as a replacement for my first Nexus case that had the magnets come loose. This one does have a sturdy magnet and clasp that won't come loose, but the cover is rather loose fitting and doesn't fold into a stand very well. I got the white case that looked great at first, but it gets dirty quickly and is hard to clean. I tried rubbing alcohol but that dulled the finish.",neg,neu,0.5147,SVM,"Enhanced SVM Neu = 0.5629 (contribution: 0.3216);
Enhanced VADER Neg = 0.172 (contribution: 0.0895);
Enhanced NB Pos = 0.1786 (contribution: 0.0814);
Enhanced RoBERTa Pos = 0.0245 (contribution: 0.0728);
Enhanced SVM Pos = 0.0928 (contribution: 0.0694)","Enhanced NB Neg = 0.2866 (contribution: -0.0176);
Enhanced RoBERTa Neu = 0.2827 (contribution: -0.0126);
Enhanced SVM Neg = 0.3442 (contribution: -0.003)","The meta model predicted 'neu' mainly because the strongest supporting signals came from SVM. The top supporting features were Enhanced SVM Neu, Enhanced VADER Neg, Enhanced NB Pos, Enhanced RoBERTa Pos, Enhanced SVM Pos. The main opposing signal was Enhanced NB Neg."
55,wrong,"Incarcerated in a labor camp in Siberia, Ivan Denisovich struggles to find food, warmth and a bit of dignity over the course of his day as a forced laborer in the Gulag.....One Day in the Life of Ivan DenisovichRich B",pos,neg,0.5926,RoBERTa,"Enhanced RoBERTa Neg = 0.6672 (contribution: 0.5679);
Enhanced RoBERTa Pos = 0.0166 (contribution: 0.4777);
Enhanced VADER Compound = 0.0516 (contribution: 0.0796);
Enhanced VADER Pos = 0.132 (contribution: 0.0049);
Enhanced SVM Neu = 0.3311 (contribution: 0.0002)","Enhanced NB Neg = 0.261 (contribution: -0.0343);
Enhanced NB Neu = 0.421 (contribution: -0.0266);
Enhanced SVM Pos = 0.4422 (contribution: -0.0167);
Enhanced SVM Neg = 0.2267 (contribution: -0.0166);
Enhanced RoBERTa Neu = 0.3162 (contribution: -0.0064)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced VADER Pos, Enhanced SVM Neu. The main opposing signal was Enhanced NB Neg."
56,wrong,"I read this book many years ago when I was 13 or 14 so my memory is a little fuzzy on the details, but I remember it made a huge impression on me at the time. I saw the movie and that is what originally inspired me to read the book, but there is a lot more to the book than just the love story that was portrayed in the movie. There is a lot of political and social history presented in the novel, but not so much that it overwhelms the reader. The story and the history are balanced very well. The main character strives to do well and survive against the odds, which was inspirational despite the fact that so many unfortunate incidents happened to him.",neu,pos,0.642,RoBERTa,"Enhanced RoBERTa Pos = 0.8038 (contribution: 0.7807);
Enhanced RoBERTa Neg = 0.0069 (contribution: 0.6466);
Enhanced NB Neg = 0.1908 (contribution: 0.1133);
Enhanced VADER Compound = 0.9731 (contribution: 0.0392);
Enhanced NB Neu = 0.5764 (contribution: 0.0338)","Enhanced NB Pos = 0.2329 (contribution: -0.0635);
Enhanced SVM Neu = 0.3768 (contribution: -0.0379);
Enhanced RoBERTa Neu = 0.1893 (contribution: -0.0183);
Enhanced SVM Pos = 0.2981 (contribution: -0.0054);
Enhanced SVM Neg = 0.3251 (contribution: -0.0046)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced NB Neg, Enhanced VADER Compound, Enhanced NB Neu. The main opposing signal was Enhanced NB Pos."
61,wrong,"I purchased this in 2013. It was easy to set up and has worked great since then. Only issue is when the display is out of it's dock it will sometimes lock up and require a restart to get the functions to work again. Also, none of the administrative functions work while it is in the dock, have to remove from dock to do anything. Now, here we are in the latter part of 2017 and I can no longer access the system on my iPhone because Uniden had not issued any upgrades that will allow their system to work with IOS 11. Trying to contact Uniden but like so many companies these days they hide their contact information so that you either spend way too much time to find it, or you never find it, which means they don't have to help many people, just sell a product and write it off.",pos,neg,0.6348,RoBERTa,"Enhanced RoBERTa Neg = 0.6496 (contribution: 0.5363);
Enhanced RoBERTa Pos = 0.0354 (contribution: 0.4502);
Enhanced NB Neg = 0.64 (contribution: 0.1286);
Enhanced NB Neu = 0.2107 (contribution: 0.0533);
Enhanced NB Pos = 0.1493 (contribution: 0.034)","Enhanced VADER Compound = 0.3946 (contribution: -0.0399);
Enhanced RoBERTa Neu = 0.315 (contribution: -0.0056)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced NB Neg, Enhanced NB Neu, Enhanced NB Pos. The main opposing signal was Enhanced VADER Compound."
63,wrong,"I have two of these that I'll be returning. The menu functions require about an hour of training. Between the three buttons and power button, it's a puzzle trying to figure out which buttons do what, and how long you have to hold down which button for 1, 2 or 5 seconds to make something happen. Aside from that, I wouldn't have been rating this a bad product if it wasn't for what followed. I hooked one up for a day, and noticed that the time stamp seemed to fall back about 2 minutes every hour. GPS function is a non-existent joke. It simply doesn't work. It did manage to locate where I parked my car, and after that reported everywhere I went at the same location. The time stamp started to jam after 4 hours of use, and after another hour, the camera stopped recording all together losing the last hour of my drive. I'm not sure why it has any sort of built in power source, as it gets about 2 minutes on a full charge before shutting off. Again, I can deal with the power deficiency issue, and complicated menu, the lack of a working GPS, and even the time stamp, but when it just decided to stop recording I'm not seeing the point in having it. I also noticed after taking the time to read the reviews this is a cheap dysfunctional copy of a real product. 09/04/2014 Just an update. I mentioned I purchased two. For kicks and grins I tried the other one today and everything seems to work fine. It is still a little cheap, and difficult to move around the menus, but I admit the other one had to be really screwed up. The GPS on the new one works as well. I'd update the review to three stars from one. I'd give it four stars for overall value if the first one had worked.",neu,neg,0.7601,RoBERTa,"Enhanced RoBERTa Neg = 0.6744 (contribution: 0.5809);
Enhanced RoBERTa Pos = 0.0218 (contribution: 0.4701);
Enhanced VADER Compound = -0.7806 (contribution: 0.3693);
Enhanced NB Neg = 0.6424 (contribution: 0.1297);
Enhanced NB Neu = 0.2105 (contribution: 0.0534)",Enhanced SVM Neu = 0.3854 (contribution: -0.0004),"The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced NB Neg, Enhanced NB Neu. The main opposing signal was Enhanced SVM Neu."
