row_index,prediction_result,review_text,true_sentiment,predicted_sentiment,prediction_confidence,strongest_individual_feature,strongest_feature_group,top_supporting_features,top_opposing_features,explanation
30,wrong,These are okay. They are pretty but they are also kinda cheap. But hey look at the price. They do look very nice and are comfortable to wear.,neu,pos,0.7774,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.0123 (SHAP contribution: 0.1798);
Base RoBERTa Pos = 0.8423 (SHAP contribution: 0.1735);
Base RoBERTa Neu = 0.1454 (SHAP contribution: 0.0496);
Base NB Pos = 0.4459 (SHAP contribution: 0.0485);
Base VADER Compound = 0.903 (SHAP contribution: 0.027)","Base SVM Pos = 0.2502 (SHAP contribution: -0.0355);
Base SVM Neu = 0.3673 (SHAP contribution: -0.0224);
Base NB Neu = 0.3471 (SHAP contribution: -0.0081);
Base SVM Neg = 0.3825 (SHAP contribution: -0.0045)","The meta Random Forest predicted 'pos' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base RoBERTa Neu, Base NB Pos, Base VADER Compound. The main opposing signal was Base SVM Pos."
33,wrong,"This is the book that was used for MATH 0150 at Kean University, Union, NJ, USA.",neu,pos,0.4025,Base RoBERTa Neg,Naive Bayes,"Base RoBERTa Neg = 0.0321 (SHAP contribution: 0.1072);
Base NB Pos = 0.5121 (SHAP contribution: 0.0361);
Base VADER Neg = 0.0 (SHAP contribution: 0.017);
Base SVM Pos = 0.3476 (SHAP contribution: 0.0151);
Base SVM Neu = 0.3208 (SHAP contribution: 0.0144)","Base RoBERTa Pos = 0.0806 (SHAP contribution: -0.0712);
Base VADER Compound = 0.0 (SHAP contribution: -0.0342);
Base VADER Pos = 0.0 (SHAP contribution: -0.0229);
Base VADER Neu = 1.0 (SHAP contribution: -0.0013)","The meta Random Forest predicted 'pos' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was Naive Bayes. The top supporting features were Base RoBERTa Neg, Base NB Pos, Base VADER Neg, Base SVM Pos, Base SVM Neu. The main opposing signal was Base RoBERTa Pos."
34,wrong,Just what the travel doctor ordered!,pos,neu,0.3849,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.2074 (SHAP contribution: 0.0478);
Base RoBERTa Pos = 0.2303 (SHAP contribution: 0.0445);
Base RoBERTa Neu = 0.5623 (SHAP contribution: 0.0231);
Base SVM Neg = 0.3229 (SHAP contribution: 0.0165);
Base NB Neg = 0.3523 (SHAP contribution: 0.016)","Base VADER Compound = 0.0 (SHAP contribution: -0.0339);
Base SVM Neu = 0.3333 (SHAP contribution: -0.0308);
Base VADER Pos = 0.0 (SHAP contribution: -0.0208);
Base VADER Neu = 1.0 (SHAP contribution: -0.0155);
Base VADER Neg = 0.0 (SHAP contribution: -0.0106)","The meta Random Forest predicted 'neu' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base RoBERTa Neu, Base SVM Neg, Base NB Neg. The main opposing signal was Base VADER Compound."
36,wrong,"The Road to Gandolfo is a spoof, or satire, or meant to be generally amusing, or some combination of those three.A guy that is kicked out of the army for becoming a political embarrassment, decides to do something even more politically embarrassing. He kidnaps the Pope.The Pope doesn't mind that much, he gets to kick back, shoot the breeze, sink a few cold ones, have a few barbies, and generally be not stressed.The problem will be getting all the Catholics to pay the ransom that they want for him, as he is taxing them all.",pos,neg,0.5472,Base VADER Compound,RoBERTa,"Base VADER Compound = -0.53 (SHAP contribution: 0.0706);
Base RoBERTa Pos = 0.0351 (SHAP contribution: 0.0598);
Base RoBERTa Neg = 0.5504 (SHAP contribution: 0.0576);
Base SVM Neu = 0.3154 (SHAP contribution: 0.025);
Base NB Neg = 0.4534 (SHAP contribution: 0.0156)","Base RoBERTa Neu = 0.4145 (SHAP contribution: -0.0232);
Base VADER Neu = 0.842 (SHAP contribution: -0.0149);
Base NB Neu = 0.3603 (SHAP contribution: -0.0091);
Base NB Pos = 0.1863 (SHAP contribution: -0.0077);
Base VADER Neg = 0.096 (SHAP contribution: -0.0055)","The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base VADER Compound, while the strongest overall feature group was RoBERTa. The top supporting features were Base VADER Compound, Base RoBERTa Pos, Base RoBERTa Neg, Base SVM Neu, Base NB Neg. The main opposing signal was Base RoBERTa Neu."
37,wrong,"They are great, the only reason why I didnt keep them is that I looked bad in these. My body isnt for it, but otherwise if you know you look good in these type of pants- that would be a good buy. Quality is pretty nice.I wished I looked better, but well, life ;)",pos,neu,0.6292,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.1413 (SHAP contribution: 0.0698);
Base RoBERTa Pos = 0.4451 (SHAP contribution: 0.0565);
Base RoBERTa Neu = 0.4136 (SHAP contribution: 0.0534);
Base SVM Neu = 0.46 (SHAP contribution: 0.0523);
Base NB Neg = 0.3799 (SHAP contribution: 0.0293)","Base NB Neu = 0.261 (SHAP contribution: -0.0285);
Base VADER Neu = 0.621 (SHAP contribution: -0.0031)","The meta Random Forest predicted 'neu' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base RoBERTa Neu, Base SVM Neu, Base NB Neg. The main opposing signal was Base NB Neu."
38,wrong,Awesome... for 2 weeks junk!,neg,neu,0.4119,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.0796 (SHAP contribution: 0.0552);
Base RoBERTa Pos = 0.6802 (SHAP contribution: 0.0487);
Base NB Pos = 0.2245 (SHAP contribution: 0.0169);
Base RoBERTa Neu = 0.2401 (SHAP contribution: 0.0164);
Base NB Neg = 0.4628 (SHAP contribution: 0.0053)","Base VADER Compound = 0.0 (SHAP contribution: -0.0279);
Base SVM Neu = 0.3326 (SHAP contribution: -0.0233);
Base VADER Neg = 0.0 (SHAP contribution: -0.0126);
Base VADER Neu = 1.0 (SHAP contribution: -0.0104);
Base VADER Pos = 0.0 (SHAP contribution: -0.009)","The meta Random Forest predicted 'neu' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base NB Pos, Base RoBERTa Neu, Base NB Neg. The main opposing signal was Base VADER Compound."
42,wrong,"the channel memory is funky if its turned up to loud it cuts out the remote is too small and hard to read, understand and hold",neu,neg,0.7422,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.8721 (SHAP contribution: 0.1564);
Base RoBERTa Pos = 0.007 (SHAP contribution: 0.153);
Base RoBERTa Neu = 0.1209 (SHAP contribution: 0.0488);
Base VADER Compound = -0.4588 (SHAP contribution: 0.0321);
Base VADER Pos = 0.0 (SHAP contribution: 0.0234)","Base NB Neu = 0.4595 (SHAP contribution: -0.0172);
Base NB Neg = 0.3397 (SHAP contribution: -0.0128);
Base VADER Neu = 0.821 (SHAP contribution: -0.0027)","The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base RoBERTa Neu, Base VADER Compound, Base VADER Pos. The main opposing signal was Base NB Neu."
43,wrong,"Wedding planner Carnegie Kincaid is going through a rough patch professionally and personally. Her Seattle based businesses ""Made in Heaven Wedding Design"" is not making much money and her relationship with her commitment phobic significant other Aaron Gold is strained. She decides to attend the wedding of her college friend Tracy West because of the business contacts she will make there as Tracy is a big Hollywood star and her parents know all the movers and shakes.When Carnegie learns her cousin died, she decides that the wedding is the perfect place to get some answers regarding his death. Although Carnegie wasn't close to her cousin Brian Theale, she wants to know if his death was an accident or murder. A professional who examined the body thinks he was murdered but the sheriff and the task force classified it an accident. Brian's fellow smoke jumpers who were with him shortly after he died will be at the wedding so Carnegie will have an easy time questioning the suspects. To her delight, Aaron comes up for the wedding and since he is a journalist with skills that are needed to question suspects, they team up to find out the truth behind Brian's death.The heroine becomes the de facto wedding planner for the West wedding which gives her easy access to the suspects and her determination to find out if the cousin she didn't like was murdered is laudable. Doing her job while trying to scope out a murderer leads to some very funny situations and the comic relief is needed because the tension throughout the storyline is as tight as a high wire. Deborah Donnelly is a very creative writer whose mystery series is refreshingly innovative and totally exciting.Harriet Klausner",pos,neu,0.4402,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.1677 (SHAP contribution: 0.0539);
Base RoBERTa Neu = 0.67 (SHAP contribution: 0.0384);
Base SVM Neu = 0.5434 (SHAP contribution: 0.0371);
Base RoBERTa Pos = 0.1623 (SHAP contribution: 0.0291);
Base SVM Neg = 0.1672 (SHAP contribution: 0.0121)","Base NB Pos = 0.5342 (SHAP contribution: -0.0286);
Base VADER Compound = -0.5165 (SHAP contribution: -0.0252);
Base NB Neg = 0.1841 (SHAP contribution: -0.0131);
Base VADER Neu = 0.698 (SHAP contribution: -0.0094);
Base NB Neu = 0.2816 (SHAP contribution: -0.0084)","The meta Random Forest predicted 'neu' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Neu, Base SVM Neu, Base RoBERTa Pos, Base SVM Neg. The main opposing signal was Base NB Pos."
44,wrong,I am still having trouble getting it setup for wifi internet. If I can fix that problem it is a good buy.,neu,neg,0.4827,Base VADER Compound,VADER,"Base VADER Compound = -0.3612 (SHAP contribution: 0.0508);
Base RoBERTa Neg = 0.3779 (SHAP contribution: 0.0496);
Base VADER Neg = 0.222 (SHAP contribution: 0.0458);
Base RoBERTa Pos = 0.1266 (SHAP contribution: 0.0236);
Base SVM Neu = 0.3125 (SHAP contribution: 0.0187)","Base RoBERTa Neu = 0.4955 (SHAP contribution: -0.0204);
Base SVM Pos = 0.3627 (SHAP contribution: -0.0199);
Base SVM Neg = 0.3248 (SHAP contribution: -0.0121);
Base NB Neg = 0.204 (SHAP contribution: -0.0082);
Base VADER Pos = 0.119 (SHAP contribution: -0.0028)","The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base VADER Compound, while the strongest overall feature group was VADER. The top supporting features were Base VADER Compound, Base RoBERTa Neg, Base VADER Neg, Base RoBERTa Pos, Base SVM Neu. The main opposing signal was Base RoBERTa Neu."
47,wrong,"It's great. I'm near the max distance from Green Bay, WI. Time Warner took our NBC any MyTV off because of price disputes. Now TWC can do whatever with local tv. With next day shipping it was only around $42.00.",pos,neu,0.5417,Base RoBERTa Pos,RoBERTa,"Base RoBERTa Pos = 0.6449 (SHAP contribution: 0.0361);
Base RoBERTa Neu = 0.3037 (SHAP contribution: 0.0332);
Base VADER Neg = 0.048 (SHAP contribution: 0.0272);
Base VADER Pos = 0.093 (SHAP contribution: 0.0222);
Base NB Pos = 0.261 (SHAP contribution: 0.0219)",Base SVM Neu = 0.3428 (SHAP contribution: -0.0151),"The meta Random Forest predicted 'neu' mainly because the strongest individual supporting feature was Base RoBERTa Pos, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neu, Base VADER Neg, Base VADER Pos, Base NB Pos. The main opposing signal was Base SVM Neu."
55,wrong,"Incarcerated in a labor camp in Siberia, Ivan Denisovich struggles to find food, warmth and a bit of dignity over the course of his day as a forced laborer in the Gulag.....One Day in the Life of Ivan DenisovichRich B",pos,neg,0.665,Base RoBERTa Pos,RoBERTa,"Base RoBERTa Pos = 0.0156 (SHAP contribution: 0.1545);
Base RoBERTa Neg = 0.6778 (SHAP contribution: 0.126);
Base VADER Compound = 0.0516 (SHAP contribution: 0.0462);
Base RoBERTa Neu = 0.3066 (SHAP contribution: 0.0239);
Base NB Neu = 0.2961 (SHAP contribution: 0.0111)","Base SVM Pos = 0.4104 (SHAP contribution: -0.0193);
Base VADER Pos = 0.132 (SHAP contribution: -0.0164);
Base NB Neg = 0.245 (SHAP contribution: -0.0098);
Base NB Pos = 0.459 (SHAP contribution: -0.0062);
Base SVM Neg = 0.2989 (SHAP contribution: -0.0052)","The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Pos, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base VADER Compound, Base RoBERTa Neu, Base NB Neu. The main opposing signal was Base SVM Pos."
56,wrong,"I read this book many years ago when I was 13 or 14 so my memory is a little fuzzy on the details, but I remember it made a huge impression on me at the time. I saw the movie and that is what originally inspired me to read the book, but there is a lot more to the book than just the love story that was portrayed in the movie. There is a lot of political and social history presented in the novel, but not so much that it overwhelms the reader. The story and the history are balanced very well. The main character strives to do well and survive against the odds, which was inspirational despite the fact that so many unfortunate incidents happened to him.",neu,pos,0.827,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.0074 (SHAP contribution: 0.1862);
Base RoBERTa Pos = 0.7969 (SHAP contribution: 0.1641);
Base NB Pos = 0.4301 (SHAP contribution: 0.0431);
Base SVM Pos = 0.3595 (SHAP contribution: 0.0294);
Base RoBERTa Neu = 0.1957 (SHAP contribution: 0.028)","Base NB Neu = 0.3706 (SHAP contribution: -0.0149);
Base VADER Neg = 0.045 (SHAP contribution: -0.0074)","The meta Random Forest predicted 'pos' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base NB Pos, Base SVM Pos, Base RoBERTa Neu. The main opposing signal was Base NB Neu."
61,wrong,"I purchased this in 2013. It was easy to set up and has worked great since then. Only issue is when the display is out of it's dock it will sometimes lock up and require a restart to get the functions to work again. Also, none of the administrative functions work while it is in the dock, have to remove from dock to do anything. Now, here we are in the latter part of 2017 and I can no longer access the system on my iPhone because Uniden had not issued any upgrades that will allow their system to work with IOS 11. Trying to contact Uniden but like so many companies these days they hide their contact information so that you either spend way too much time to find it, or you never find it, which means they don't have to help many people, just sell a product and write it off.",pos,neg,0.696,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.6583 (SHAP contribution: 0.1214);
Base RoBERTa Pos = 0.0334 (SHAP contribution: 0.0756);
Base NB Neg = 0.6135 (SHAP contribution: 0.0458);
Base NB Pos = 0.1608 (SHAP contribution: 0.0407);
Base NB Neu = 0.2258 (SHAP contribution: 0.0234)","Base VADER Compound = 0.3946 (SHAP contribution: -0.0246);
Base VADER Neu = 0.9 (SHAP contribution: -0.0063);
Base VADER Neg = 0.041 (SHAP contribution: -0.002)","The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base NB Neg, Base NB Pos, Base NB Neu. The main opposing signal was Base VADER Compound."
63,wrong,"I have two of these that I'll be returning. The menu functions require about an hour of training. Between the three buttons and power button, it's a puzzle trying to figure out which buttons do what, and how long you have to hold down which button for 1, 2 or 5 seconds to make something happen. Aside from that, I wouldn't have been rating this a bad product if it wasn't for what followed. I hooked one up for a day, and noticed that the time stamp seemed to fall back about 2 minutes every hour. GPS function is a non-existent joke. It simply doesn't work. It did manage to locate where I parked my car, and after that reported everywhere I went at the same location. The time stamp started to jam after 4 hours of use, and after another hour, the camera stopped recording all together losing the last hour of my drive. I'm not sure why it has any sort of built in power source, as it gets about 2 minutes on a full charge before shutting off. Again, I can deal with the power deficiency issue, and complicated menu, the lack of a working GPS, and even the time stamp, but when it just decided to stop recording I'm not seeing the point in having it. I also noticed after taking the time to read the reviews this is a cheap dysfunctional copy of a real product. 09/04/2014 Just an update. I mentioned I purchased two. For kicks and grins I tried the other one today and everything seems to work fine. It is still a little cheap, and difficult to move around the menus, but I admit the other one had to be really screwed up. The GPS on the new one works as well. I'd update the review to three stars from one. I'd give it four stars for overall value if the first one had worked.",neu,neg,0.9346,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.8751 (SHAP contribution: 0.1702);
Base RoBERTa Pos = 0.0085 (SHAP contribution: 0.1646);
Base RoBERTa Neu = 0.1163 (SHAP contribution: 0.0569);
Base NB Pos = 0.166 (SHAP contribution: 0.0558);
Base VADER Compound = -0.6413 (SHAP contribution: 0.0541)","Base VADER Neu = 0.895 (SHAP contribution: -0.0053);
Base SVM Neu = 0.4001 (SHAP contribution: -0.0026)","The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base RoBERTa Neu, Base NB Pos, Base VADER Compound. The main opposing signal was Base VADER Neu."
