row_index,prediction_result,review_text,true_sentiment,predicted_sentiment,prediction_confidence,strongest_individual_feature,strongest_feature_group,top_supporting_features,top_opposing_features,explanation
15,correct,ADAPTER IS NOT READY FOR PRIME TIME,neg,neg,0.8183,Base RoBERTa Pos,RoBERTa,"Base RoBERTa Pos = 0.0144 (SHAP contribution: 0.161);
Base RoBERTa Neg = 0.8343 (SHAP contribution: 0.1554);
Base RoBERTa Neu = 0.1513 (SHAP contribution: 0.0405);
Base VADER Compound = -0.2755 (SHAP contribution: 0.0389);
Base VADER Pos = 0.0 (SHAP contribution: 0.0271)",Base NB Pos = 0.2636 (SHAP contribution: -0.0053),"The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Pos, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base RoBERTa Neu, Base VADER Compound, Base VADER Pos. The main opposing signal was Base NB Pos."
16,correct,"This is not a good FM antenna, but it is a very good amplifier. Meaning If the reception is weak, this antenna will not help. But if the reception is already strong, the sound quality will improve a lot.",neu,neu,0.5093,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.1419 (SHAP contribution: 0.0618);
Base RoBERTa Pos = 0.3361 (SHAP contribution: 0.0555);
Base SVM Neu = 0.4055 (SHAP contribution: 0.043);
Base RoBERTa Neu = 0.522 (SHAP contribution: 0.0266);
Base SVM Neg = 0.3249 (SHAP contribution: 0.0124)","Base VADER Compound = -0.3069 (SHAP contribution: -0.0379);
Base VADER Neg = 0.232 (SHAP contribution: -0.0211);
Base VADER Neu = 0.602 (SHAP contribution: -0.0032)","The meta Random Forest predicted 'neu' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base SVM Neu, Base RoBERTa Neu, Base SVM Neg. The main opposing signal was Base VADER Compound."
21,correct,fake and gay,neg,neg,0.7534,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.8088 (SHAP contribution: 0.1396);
Base RoBERTa Pos = 0.0246 (SHAP contribution: 0.1175);
Base VADER Compound = -0.4767 (SHAP contribution: 0.0558);
Base RoBERTa Neu = 0.1666 (SHAP contribution: 0.0372);
Base VADER Pos = 0.0 (SHAP contribution: 0.0317)","Base NB Pos = 0.329 (SHAP contribution: -0.0128);
Base NB Neg = 0.3401 (SHAP contribution: -0.006);
Base SVM Neg = 0.3405 (SHAP contribution: -0.0042)","The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base RoBERTa Neu, Base VADER Pos. The main opposing signal was Base NB Pos."
22,correct,".this book is NOT a dictionary of music notation>a dictionary would EXPLAIN all the notations used.this is a TYPESETTING GUIDE to writing down notation.it assumes you know the meaning of the notation already..it uses a number of terms that it does not explainsome of them are partially explained elsewhere if you know what entry to look under.but many of them you have to infer.wtf. this is supposed to explain all the terms not use the socratic method so i can perhaps infer the meanings..if you are going to hand write scores this book is of little use.if you are going to use software to print a score it is totally superfluous..incomplete!i was looking for a book to DEFINE the meaning of notations that i find in scores.it did NOT tell me what i needed to know..save your money. do not buy this tiny little 4 1/4 x 5 1/2 x 6/8' tome.there has to be better books about music notation that actually explain things..save your money. if you are printing scores you don't need it.finale or sibelius or most any scorewriter will automate it for you..a number of the explanations, such as they are, are incomprehensible.this book is too small, too short, too condensed, to tell me anything useful that i need to know..in short: useless waste of money -- do not buy this book..",neg,neg,0.4701,Base RoBERTa Pos,Naive Bayes,"Base RoBERTa Pos = 0.0462 (SHAP contribution: 0.0464);
Base NB Neg = 0.6136 (SHAP contribution: 0.0402);
Base NB Pos = 0.1607 (SHAP contribution: 0.0334);
Base RoBERTa Neg = 0.5106 (SHAP contribution: 0.0325);
Base NB Neu = 0.2257 (SHAP contribution: 0.0307)","Base VADER Compound = 0.6476 (SHAP contribution: -0.0441);
Base RoBERTa Neu = 0.4433 (SHAP contribution: -0.0371);
Base SVM Neu = 0.3586 (SHAP contribution: -0.0121);
Base VADER Neg = 0.025 (SHAP contribution: -0.0088);
Base VADER Neu = 0.921 (SHAP contribution: -0.0004)","The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Pos, while the strongest overall feature group was Naive Bayes. The top supporting features were Base RoBERTa Pos, Base NB Neg, Base NB Pos, Base RoBERTa Neg, Base NB Neu. The main opposing signal was Base VADER Compound."
23,correct,the cam too big,neg,neg,0.5422,Base VADER Compound,VADER,"Base VADER Compound = 0.0 (SHAP contribution: 0.0677);
Base RoBERTa Neg = 0.3942 (SHAP contribution: 0.0411);
Base VADER Pos = 0.0 (SHAP contribution: 0.0408);
Base RoBERTa Pos = 0.0774 (SHAP contribution: 0.0385);
Base SVM Neu = 0.3189 (SHAP contribution: 0.025)","Base RoBERTa Neu = 0.5284 (SHAP contribution: -0.0242);
Base NB Neg = 0.3679 (SHAP contribution: -0.0107);
Base NB Pos = 0.3021 (SHAP contribution: -0.0046);
Base NB Neu = 0.33 (SHAP contribution: -0.0019);
Base VADER Neg = 0.0 (SHAP contribution: -0.0003)","The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base VADER Compound, while the strongest overall feature group was VADER. The top supporting features were Base VADER Compound, Base RoBERTa Neg, Base VADER Pos, Base RoBERTa Pos, Base SVM Neu. The main opposing signal was Base RoBERTa Neu."
24,correct,"The Cay by: Theodore TaylorThe main characters of the book are Timothy and Phillip. Timothy is a large black man that takes care of Phillip on the island. He is caring and hard working. He dies during a hurricane trying to protect Phillip. Phillip is a young boy who gets stranded on the island with Timothy. At first Phillip doesn't appreciate Timothy because he's black but soon he and Timothy become great friends.The plot of the story is about a young boy and an elderly man who get shipwrecked on an island. The young boy becomes blind shortly after the shipwreck. The young boy has to learn to become friends with the elderly black man. They end up becoming great friends learning new ways of surviving on the island.The setting of The Cay is on an island in the Caribbean during the time of World War II.The theme of the book is racism, life, faith, and survival.I liked The Cay because it teaches you that you can't judge someone by the color of their skin. Also it teaches you that it's okay to have disabilities because it doesn't stop people from doing things to be independent.",neu,neu,0.4561,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.1887 (SHAP contribution: 0.063);
Base RoBERTa Neu = 0.6487 (SHAP contribution: 0.0402);
Base RoBERTa Pos = 0.1626 (SHAP contribution: 0.0384);
Base VADER Compound = 0.9723 (SHAP contribution: 0.0289);
Base VADER Neg = 0.075 (SHAP contribution: 0.0226)","Base NB Pos = 0.573 (SHAP contribution: -0.0421);
Base NB Neu = 0.2485 (SHAP contribution: -0.0322);
Base SVM Neu = 0.2872 (SHAP contribution: -0.0154);
Base NB Neg = 0.1785 (SHAP contribution: -0.0148);
Base SVM Neg = 0.3662 (SHAP contribution: -0.0033)","The meta Random Forest predicted 'neu' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Neu, Base RoBERTa Pos, Base VADER Compound, Base VADER Neg. The main opposing signal was Base NB Pos."
25,correct,"It was easy to put in my wife's new Alcatel phone, and it does its job.",pos,pos,0.9123,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.0056 (SHAP contribution: 0.2034);
Base RoBERTa Pos = 0.9085 (SHAP contribution: 0.1859);
Base RoBERTa Neu = 0.086 (SHAP contribution: 0.0594);
Base NB Pos = 0.4986 (SHAP contribution: 0.0424);
Base SVM Pos = 0.3807 (SHAP contribution: 0.0257)",Base VADER Neu = 0.838 (SHAP contribution: -0.0083),"The meta Random Forest predicted 'pos' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base RoBERTa Neu, Base NB Pos, Base SVM Pos. The main opposing signal was Base VADER Neu."
26,correct,"Thriller, edited by the ubiquitous James Patterson, is the first publication of the recently formed International Thriller Writers Inc. To publicise (and help fund) the ITW, Patterson has compiled a collection of thirty stories donated by well-known thriller writers, all using ""a familiar character or plotline"" from their novels.Unsurprisingly, the result is something of a mixed bag. Not all novelists are masters of the short story form, and many of these writers seem uncomfortable within its confines. Some of the stories skimp on characterization, and some on plot; some work well as stand-alones, but others rely too much on the readers' knowledge of characters and organizations from the writers' novels. That said, there are some gems inside.Patterson leads with one of the strongest stories: 'James Penney's New Identity', by Lee Child. Penney, a Vietnam vet, suffers from post-traumatic syndrome, and has been retrenched after seventeen years in the same job because of a poor attendance record. Going slightly crazy, he sets fire to his house before fleeing in his prized Firebird, but the fire spreads. Soon he's wanted for arson - and then, he encounters military cop Jack Reacher. It's a neat little tale, and all you need to know about Reacher for it to work is his idea of honour.J. A. Konrath's 'Epitaph' is less surprising, but it's a well-written and punchy story involving Phin Trout, one of the colourful sidekicks of Whiskey Sour's heroine ""Jack"" Daniels. In James Rollins's amusing and fast-paced 'Kowalski's in Love', Sigma Force's heroic but less-than-brilliant Joe Kowalski has to fight his way past booby traps and rabid baboons to loot a mad scientist's island laboratory before the Brazilian government fire-bombs the place. In F. Paul Wilson's 'Interlude at Duane's', unarmed career criminal Repairman Jack has to hunt for improvised weapons in a drug-store held up by a heavily armed team of enthusiastic amateurs; the action is frantic, and the results gruesome, but the tone is light-heartedly anarchic.More serious is James Siegel's 'Empathy', a grim and claustrophobic stand-alone about a masseuse who suspects that a client is a paedophile, but lacks proof. David Morrell's 'The Abelard Sanction' features a tense armed stand-off between enemy spies in a sanctuary; it starts with several pages of background, but Morrell manages to make this as interesting as his conflicted characters. Dennis Lynds's 'Success of a Mission' and Grant Blackwood's 'Sacrifical Lion' are well-constructed accounts of dangerous undercover missions - one in the Middle East, the other in Stalin's Russia.Two of the stories make use of the September 11 attacks and their aftermath. David Dun's 'Spirit Walker' pits Tilok tracker Kier Wintripp against the Anthrax letter bomber, and in Steve Berry's 'The Devils' Due' - one of the gems in the collection - Osama Bin Laden arranges a meeting with Cotton Malone and offers to surrender.For fans of historical conspiracies, there is Katherine Neville's 'The Tuesday Club', in which Benjamin Franklin and Thomas Jefferson look for secret messages in 'Frere Jacques'. David Liss pits 18th century thief-taker Benjamin Weaver against a cunning highwayman, and Ted Bell spins a yarn of Napoleonic-era sailors and pirates in 'The Powder Monkey'.Christopher Reich's 'Assassins' and Robert Liparulo's 'Kill Zone' are little more than character studies, but Liparullo does a particularly good job of showing us the viewpoint of police sniper Byron Stone.Alex Kava's 'Goodnight, Sweet Mother' and John Lescroart and M. J. Rose's 'The Portal' are both enjoyably twisted, but Heather Graham's 'The Face in the Window' is rather predictable. Michael and Daniel Palmer's 'Disfigured' is an intriguing tale of a deranged kidnap plot, but needed to be at least twice as long.James Grippando's 'Operation Northwoods' feels more like a teaser for his next novel - as do Gayle Lynds's 'The Hunt for Dmitri', Brad Thor's 'The Athens Solution', and Douglas Preston and Lincoln Child's 'Gone Fishing', despite their promising beginnings.Chris Mooney's 'Falling', Denise Hamilton's 'At The Drop of A Hat', Christopher Rice's 'Man Catch', and M. Diane Vogt's 'Surviving Toronto' all feel more like compressed novels, with too many scenes and characters reduced to ciphers and most of the tension left out. Raelynn Hillhouse handles the short story length better in 'Diplomatic Constraints', an exciting prologue to 'Outsourced', but I still felt I was missing something.This book is rather like a smorgasbord for thriller readers. Even if you don't like everything on offer, chances are you'll find something you'll want to try again.",neu,neu,0.4986,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.201 (SHAP contribution: 0.0427);
Base RoBERTa Neu = 0.7042 (SHAP contribution: 0.0333);
Base RoBERTa Pos = 0.0949 (SHAP contribution: 0.0209);
Base NB Pos = 0.1981 (SHAP contribution: 0.019);
Base SVM Neu = 0.7673 (SHAP contribution: 0.0189)","Base NB Neg = 0.2172 (SHAP contribution: -0.0114);
Base SVM Neg = 0.054 (SHAP contribution: -0.0022);
Base NB Neu = 0.5847 (SHAP contribution: -0.0007)","The meta Random Forest predicted 'neu' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Neu, Base RoBERTa Pos, Base NB Pos, Base SVM Neu. The main opposing signal was Base NB Neg."
27,correct,"I just got mine now, and its an awesome cross! Great detail of the Holy Trinity. Love it!",pos,pos,0.8975,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.0029 (SHAP contribution: 0.1857);
Base RoBERTa Pos = 0.9772 (SHAP contribution: 0.17);
Base NB Pos = 0.5313 (SHAP contribution: 0.0517);
Base RoBERTa Neu = 0.0199 (SHAP contribution: 0.0447);
Base VADER Compound = 0.9323 (SHAP contribution: 0.0325)",Base SVM Neu = 0.3523 (SHAP contribution: -0.0089),"The meta Random Forest predicted 'pos' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base NB Pos, Base RoBERTa Neu, Base VADER Compound. The main opposing signal was Base SVM Neu."
28,correct,"This batch that I bouth in 2010 no only won't burn in either my CD/DVD player but it ejects itself before I can press a button. Same with the other player on my machine which also burns blu rays. I took the DL Verbatims from 2007-2008 and saved them to one BluRay and all the info was transferred wihtout a hitch. The 4.7s work great, I even get what should be DL space items compressed without much quality loss to the 4.7s This is very bad. They did something in the factory that reduced the quality of the DL disk to where the machine dosent even want it to sit there. I kicks it out. Sometimes im lucky if i put it in and press burn right away it will register but more often then not burns coaster.",neg,neg,0.5681,Base RoBERTa Pos,RoBERTa,"Base RoBERTa Pos = 0.02 (SHAP contribution: 0.1465);
Base RoBERTa Neg = 0.746 (SHAP contribution: 0.1337);
Base RoBERTa Neu = 0.234 (SHAP contribution: 0.0269);
Base SVM Pos = 0.2606 (SHAP contribution: 0.0124);
Base SVM Neg = 0.4403 (SHAP contribution: 0.0072)","Base VADER Compound = 0.8794 (SHAP contribution: -0.0482);
Base NB Neu = 0.4612 (SHAP contribution: -0.0202);
Base NB Neg = 0.3479 (SHAP contribution: -0.0147);
Base VADER Pos = 0.115 (SHAP contribution: -0.0124);
Base VADER Neu = 0.838 (SHAP contribution: -0.0119)","The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Pos, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base RoBERTa Neu, Base SVM Pos, Base SVM Neg. The main opposing signal was Base VADER Compound."
31,correct,"I liked the monitor colors, size, clarity, but I have an HP computer (good processor, three years old) and it will not download the driver software. I find the buttons ( not very deep) in the back to be uncmfortable to work from the front.. I'm reasonably computer savvy and have not had this problem before. So I called AOC twice but neither technician could figure out a way to resolve the problem, using the disc or with a separate emailed download. They said this happens sometimes.",neg,neg,0.5027,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.6542 (SHAP contribution: 0.096);
Base RoBERTa Pos = 0.0297 (SHAP contribution: 0.057);
Base VADER Compound = -0.4981 (SHAP contribution: 0.0437);
Base RoBERTa Neu = 0.316 (SHAP contribution: 0.0134);
Base SVM Neg = 0.362 (SHAP contribution: 0.0096)","Base NB Neu = 0.5658 (SHAP contribution: -0.0245);
Base NB Neg = 0.2248 (SHAP contribution: -0.0239);
Base VADER Neu = 0.829 (SHAP contribution: -0.0141);
Base VADER Neg = 0.093 (SHAP contribution: -0.0064)","The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base RoBERTa Neu, Base SVM Neg. The main opposing signal was Base NB Neu."
32,correct,"I am going to be honest and I am telling you that for premade and moldable fronts or grillz they are pretty damn nice and comfortable! I have purchased two different sets of them and I like both sets and I wear them often! I am basically saying that I am far from a goofy type guy that is clueless about looking good or people telling you that you look good but you actually look dumb as hell and they're not trying to hurt your feelings, LoL!",neu,neu,0.52,Base SVM Neu,RoBERTa,"Base SVM Neu = 0.4686 (SHAP contribution: 0.0454);
Base RoBERTa Neu = 0.4475 (SHAP contribution: 0.044);
Base RoBERTa Pos = 0.3295 (SHAP contribution: 0.039);
Base RoBERTa Neg = 0.2229 (SHAP contribution: 0.0378);
Base NB Pos = 0.1794 (SHAP contribution: 0.0152)","Base NB Neu = 0.2581 (SHAP contribution: -0.0353);
Base VADER Neg = 0.141 (SHAP contribution: -0.0066);
Base VADER Neu = 0.643 (SHAP contribution: -0.0058)","The meta Random Forest predicted 'neu' mainly because the strongest individual supporting feature was Base SVM Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Base SVM Neu, Base RoBERTa Neu, Base RoBERTa Pos, Base RoBERTa Neg, Base NB Pos. The main opposing signal was Base NB Neu."
35,correct,You'd have to be nuts to trust your data to this device,neg,neg,0.7434,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.7367 (SHAP contribution: 0.1456);
Base RoBERTa Pos = 0.0211 (SHAP contribution: 0.1347);
Base NB Neg = 0.5872 (SHAP contribution: 0.0406);
Base NB Pos = 0.1689 (SHAP contribution: 0.035);
Base NB Neu = 0.2439 (SHAP contribution: 0.0306)","Base VADER Compound = 0.25 (SHAP contribution: -0.023);
Base VADER Pos = 0.212 (SHAP contribution: -0.0161)","The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base NB Neg, Base NB Pos, Base NB Neu. The main opposing signal was Base VADER Compound."
